row ID,row m/z,row retention time,PB1_HILICPOS_4.mzML Peak height,PB2_HILICPOS_5.mzML Peak height,6104_U2_HILICPOS_19.mzML Peak height,6110_U2_HILICPOS_34.mzML Peak height,PB3_HILICPOS_6.mzML Peak height,6108_U2_HILICPOS_27.mzML Peak height,6111_U4_HILICPOS_42.mzML Peak height,6101_U3_HILICPOS_29.mzML Peak height,6104_U1_HILICPOS_55.mzML Peak height,6103_U4_HILICPOS_53.mzML Peak height,6110_U3_HILICPOS_45.mzML Peak height,6111_U2_HILICPOS_35.mzML Peak height,6111_U1_HILICPOS_51.mzML Peak height,6105_U3_HILICPOS_39.mzML Peak height,6109_U2_HILICPOS_13.mzML Peak height,6108_U1_HILICPOS_44.mzML Peak height,6109_U4_HILICPOS_22.mzML Peak height,6101_U4_HILICPOS_14.mzML Peak height,6101_U2_HILICPOS_30.mzML Peak height,6110_U4_HILICPOS_10.mzML Peak height,6105_U1_HILICPOS_43.mzML Peak height,6105_U4_HILICPOS_47.mzML Peak height,6102_U1_HILICPOS_26.mzML Peak height,6102_U2_HILICPOS_16.mzML Peak height,6104_U3_HILICPOS_32.mzML Peak height,6104_U4_HILICPOS_12.mzML Peak height,6113_U3_HILICPOS_15.mzML Peak height,6113_U2_HILICPOS_31.mzML Peak height,6109_U3_HILICPOS_52.mzML Peak height,6102_U4_HILICPOS_50.mzML Peak height,6102_U3_HILICPOS_48.mzML Peak height,6108_U4_HILICPOS_18.mzML Peak height,6106_U2_HILICPOS_46.mzML Peak height,6111_U3_HILICPOS_54.mzML Peak height,6110_U1_HILICPOS_11.mzML Peak height,6108_U3_HILICPOS_28.mzML Peak height,6106_U3_HILICPOS_20.mzML Peak height,6105_U2_HILICPOS_40.mzML Peak height,6112_U2_HILICPOS_37.mzML Peak height,6103_U1_HILICPOS_21.mzML Peak height,6113_U1_HILICPOS_24.mzML Peak height,6103_U3_HILICPOS_61.mzML Peak height,6101_U1_HILICPOS_59.mzML Peak height,6112_U1_HILICPOS_38.mzML Peak height,6109_U1_HILICPOS_58.mzML Peak height,6112_U3_HILICPOS_56.mzML Peak height,6106_U4_HILICPOS_36.mzML Peak height,6103_U2_HILICPOS_60.mzML Peak height,6106_U1_HILICPOS_23.mzML Peak height,6112_U4_HILICPOS_63.mzML Peak height,PooledQC5_HILICPOS_11_1.mzML Peak height,6113_U4_HILICPOS_62.mzML Peak height,PooledQC7_HILICPOS_25.mzML Peak height,PooledQC6_HILICPOS_17.mzML Peak height,PooledQC9_HILICPOS_41.mzML Peak height,PooledQC10_HILICPOS_49.mzML Peak height,PooledQC8_HILICPOS_33.mzML Peak height,PooledQC11_HILICPOS_57.mzML Peak height,PooledQC12_HILICPOS_64.mzML Peak height,
4707,128.0818803673538,2.6928365,0,0,25407.092,10387.636,0,36385.117,38786.0,47680.53,46930.363,26124.516,47783.01,47956.883,46025.934,46536.656,29934.13,45977.582,32682.648,41333.105,47576.566,42481.914,54881.004,29507.29,62734.75,45272.727,22216.906,45828.777,65453.45,26613.234,40370.06,61253.41,62563.15,33262.938,18930.861,51696.066,39687.0,46463.668,20630.229,46160.043,32737.092,26921.104,63001.676,58311.81,57829.42,36550.402,46869.67,40190.934,23403.037,32615.31,23918.672,37873.03,41250.78,61091.066,45273.85,41194.332,46287.824,45747.656,43440.473,47253.508,46638.09,
4710,139.05021392896097,2.722547,1581.88,3563.9546,47284.098,35086.453,5813.4937,26847.783,42458.91,29559.346,57307.203,26292.777,47513.42,44311.766,35178.473,30486.164,57099.062,30927.723,41274.76,22202.572,26904.889,32396.74,33493.348,28201.684,37026.88,27960.664,45008.918,58981.84,24588.873,17478.691,52866.465,34710.035,45408.37,28312.027,13051.357,48625.22,34824.246,27533.79,19458.854,30138.053,65819.734,40837.367,28277.154,29299.596,30573.697,53402.844,46525.367,49691.883,21525.105,31622.234,19332.207,50233.184,40176.465,17586.346,34314.098,36008.688,32217.166,31932.117,34895.17,32287.916,35514.344,
4730,243.1338898597209,2.784332,0,0,30626.607,13085.327,0,44206.105,35757.31,48032.227,91443.13,36689.227,71192.41,50924.066,43538.215,34246.492,40102.67,172302.3,79384.055,31376.809,74824.695,54465.652,42541.004,42363.344,50725.008,22852.334,21944.225,162733.53,58266.82,44079.69,52495.52,47978.016,47922.88,50393.984,13701.726,31919.02,17708.865,82875.46,35375.137,73418.945,53408.383,70512.875,151410.86,30084.408,152270.38,83279.28,40898.156,35486.63,25282.46,35354.77,42492.33,45259.582,53666.336,69225.945,50048.977,51594.3,50503.695,50957.992,50979.555,57307.555,61348.805,
4732,170.0600549232698,2.772921,0,0,73621.44,41771.52,0,18665.154,113481.47,51324.414,97149.2,32223.812,46910.664,99371.29,91043.99,24556.982,70536.47,25484.762,40049.367,32881.93,44122.94,30624.143,19319.72,24058.36,29164.84,25792.479,46348.31,62245.86,21961.65,16166.989,119771.61,82065.15,114752.32,13428.025,9781.406,44302.703,19361.117,5043.864,8964.861,35587.15,42010.49,65249.9,13369.137,81431.8,49239.08,56131.0,49694.133,45212.832,9532.656,45486.25,9533.366,51696.285,46815.246,29086.266,43970.74,45992.11,47525.207,44643.47,45036.297,48098.49,48023.285,
4733,245.09197072087133,2.7730198,0,0,53180.438,31196.508,0,13457.872,78366.35,35823.438,66574.47,24166.035,36947.27,70982.586,62057.605,19201.072,49949.695,19868.3,30084.219,26656.45,33670.31,24360.195,16994.494,18463.477,24323.166,21126.078,34102.137,46043.902,19127.477,11120.774,84334.32,56204.113,85835.99,11258.886,7406.13,33255.062,15478.628,6498.1724,8554.348,27164.584,33453.227,48569.42,12359.305,60185.25,37905.4,40944.926,35769.676,32664.16,7529.167,34664.484,8534.591,38313.3,36857.766,20656.953,33004.406,33686.938,37249.215,31758.781,33025.87,36350.715,37140.406,
4747,380.2064825690486,2.8342493,0,0,0,0,0,1172.0,0,0,0,0,0,0,0,0,14665.8125,0,3934.5925,0,0,2556.0796,0,0,0,0,0,0,0,0,6842.845,0,2043.5741,0,0,0,0,0,0,0,0,0,0,0,0,25574.803,0,0,1080.9529,0,1195.7216,31759.68,3068.395,0,2839.4333,3158.4724,3081.6274,2779.4067,3340.3186,3296.4133,3561.712,
4759,138.0540729527789,2.8672943,0,0,11204.535,2020.9951,0,2918.8308,13217.078,2204.267,4786.6875,2481.8818,5274.677,11113.99,14035.162,3385.9229,3932.8782,2751.3323,3021.8208,2052.7747,3024.7517,2351.5684,3460.9795,3907.0671,3045.7107,1563.9312,115510.81,2781.9043,4057.8289,309428.97,4551.7827,2817.1033,2975.498,2250.8572,3566.6326,4125.222,2308.6982,3803.0598,2962.318,3675.5054,3013.0146,5145.962,3975.0823,2487.9802,3201.452,4041.7954,2656.708,6247.926,2705.9104,3026.9907,2909.1013,5881.755,34182.715,5595.7637,35850.414,36836.695,41111.926,45944.383,34221.68,49760.605,48253.03,
4776,110.060074967559,2.8467534,0,0,2538.6619,1758.8148,0,2632.9907,7369.0786,4446.81,3084.6543,24049.121,3240.0645,12449.9795,32894.316,6929.8066,14544.886,1772.969,55445.168,2253.7815,3542.646,32737.033,4358.645,3199.2566,2901.2124,2148.5972,2864.426,2148.6187,3715.077,2327.36,56616.793,14909.52,2452.0679,1199.3092,123928.86,15705.736,28201.756,3062.0254,41254.543,6796.5547,4243.0396,42529.527,6807.661,16932.826,3051.3364,3765.6318,79049.94,3047.5715,109861.555,11714.447,33149.332,3256.5874,21404.012,7419.5815,24650.178,23340.195,21785.734,23773.01,22710.82,25898.822,27680.582,
4786,218.1386605316951,2.8549001,0,1242.1976,41870.684,8056.176,1240.0739,44127.887,16364.232,72069.086,30638.814,15089.271,8348.346,11973.974,36293.13,98770.82,39954.688,26292.094,39135.312,20157.62,7336.3906,22434.414,164290.08,102043.586,35746.875,11127.207,32062.98,73190.555,22565.879,8891.094,29179.377,41391.793,82525.38,10541.988,12201.72,31730.902,18067.953,37038.12,7607.033,68509.516,5879.6445,3119.8533,51211.98,16775.406,30047.844,11357.118,46835.914,7455.3047,4371.4907,7766.1636,86490.016,7488.809,32204.178,47291.62,30990.246,31258.605,33866.48,34307.54,31903.264,37390.55,35753.195,
4797,319.1650582244552,2.8664653,1072.2616,0,18238.193,7403.062,1117.2689,92315.72,23615.314,46734.96,18724.717,4985.995,12061.503,13571.609,43747.03,57538.55,16030.439,33259.0,33039.96,15875.092,4729.9136,18494.0,39376.297,31752.607,10442.713,4546.6797,11697.671,46315.703,19497.932,3189.7358,20183.39,14531.386,34747.965,17371.766,26502.998,29927.176,10138.272,49662.688,11288.782,23991.318,5887.4536,2465.1135,24103.523,4711.1353,37590.082,11014.029,27578.744,13848.826,8112.912,5447.871,92345.29,8096.183,23552.676,22820.652,22180.63,21813.2,26027.467,26745.145,21964.99,30301.992,27653.072,
4799,324.1915309350497,2.8677907,0,0,12127.672,8195.539,0,34744.137,13510.515,21885.867,6149.2505,22993.795,19292.0,25223.605,19779.572,15468.357,8634.252,15065.976,9764.894,21747.268,19883.701,8793.976,11065.898,11920.0,7631.135,6012.327,2850.1853,16977.836,13363.741,1977.7112,7285.467,26216.623,15429.79,10143.558,10236.696,16598.797,3982.5957,19383.867,14526.299,11256.639,19906.07,10377.79,13232.484,50964.594,26691.045,20593.174,12139.488,17875.598,10112.898,47098.656,11174.708,22488.67,13322.831,13006.1045,16586.963,17195.615,15717.203,15396.874,17476.355,21177.365,21585.275,
4804,163.1230244632796,2.8859465,1055.2543,0,0,0,1137.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138644.98,0,0,0,80053.67,0,0,0,0,0,0,0,0,0,253977.52,0,83172.64,0,23695.6,0,23549.996,23615.844,24952.736,24364.664,22871.822,28585.602,23574.658,
4807,172.10963388679397,2.8582997,0,0,1312.0667,0,0,24577.234,0,1084.2218,0,1056.6864,1186.6553,0,0,0,0,87875.64,1449.0272,0,0,0,0,0,1085.5197,0,0,0,0,0,0,0,0,5890.1084,0,0,0,64142.312,0,0,1279.1166,0,0,0,0,0,0,0,1176.2225,1188.2688,0,0,3948.8643,0,3920.642,3210.6794,4636.4917,4391.365,4861.5156,4786.5645,4297.9053,
4811,137.04583299941177,2.8867447,0,0,39265.176,22629.045,0,41626.76,60097.883,25874.477,62775.45,29388.984,35693.996,54647.85,67547.01,86565.54,36199.645,39550.426,36881.02,27294.555,31925.035,25988.648,46368.773,47795.16,52245.484,19103.889,46071.902,102539.266,36557.133,19145.77,46808.11,42434.77,35493.086,27277.354,13498.311,64453.324,14038.217,26755.773,21732.377,45467.883,44786.574,231719.7,44083.273,23250.635,44155.8,39481.133,28506.756,32907.24,34903.3,46287.74,49728.492,39382.31,43819.906,30636.77,45171.95,42943.156,45130.805,45669.31,45755.1,41791.727,40692.535,
4835,336.1915168535748,2.9139838,0,0,23363.324,3933.06,0,61579.633,50134.56,16831.04,20132.135,66191.484,20351.148,63768.477,71010.73,39928.297,18259.703,36078.31,22823.273,17076.357,23788.23,7958.984,10819.624,25849.473,4615.506,5844.8677,2120.1895,41132.74,12229.658,0,30585.682,38688.24,14652.261,6344.5454,24123.256,20381.865,2698.2092,21366.842,56267.117,62013.117,24377.348,14214.008,13940.428,235326.56,38260.375,23749.543,9651.157,23545.697,25312.557,117752.14,44339.652,26107.904,22105.773,18943.322,25034.307,23341.285,22758.297,21843.502,30041.402,37418.28,37742.94,
4836,72.08071452101761,2.917509,0,0,26734.334,10622.998,0,51446.457,46873.105,12612.858,41548.883,51595.844,21078.096,62273.668,51413.707,47284.68,15647.557,38387.277,20016.166,14845.558,27530.168,17053.318,15635.722,37935.227,12028.677,26935.742,2499.7368,47574.08,14545.933,1178.6875,38741.145,35344.98,13519.698,10037.3955,20530.63,29203.158,12881.292,22258.547,40515.09,101203.07,17127.27,14212.633,13223.561,164095.36,31909.637,18969.375,19016.303,20046.389,18304.408,82800.266,42089.05,21598.22,19778.219,21850.7,24306.82,24624.309,22913.395,22780.31,26690.004,33229.35,33402.066,
4838,337.14242075767714,2.9198976,0,0,4842.56,1121.2356,0,5451.843,18663.664,1104.9205,6968.4473,4630.068,2066.7083,15408.994,6888.3604,10725.447,2536.0806,5251.7583,5020.1865,0,2501.223,1828.0708,0,10473.161,0,0,0,13907.616,2170.6199,0,5735.216,2517.344,1987.456,0,4259.7856,2369.9758,0,1840.0818,3200.6482,40364.7,1131.5464,1189.3083,0,15153.039,1736.9312,1169.8003,1355.9644,1594.1436,2064.268,3282.3784,6574.3203,1402.2217,3729.5186,3276.558,3164.711,3734.9832,3794.2441,3588.8003,4742.0405,5093.2056,5703.2617,
4839,290.17696122810815,2.8931298,0,1022.3143,0,0,0,1248.2798,0,0,1427.9507,1564.9204,1860.9012,1996.7483,1818.6603,0,0,1090.5427,1460.6193,0,0,1045.3464,0,1226.7275,1264.0784,0,0,1453.5988,1562.2423,0,1308.3773,1176.329,1016.23785,1075.8723,37149.367,0,1320.1731,1065.695,138474.14,1394.6876,1017.0991,1134.1465,2076.058,0,1648.8528,1108.5377,1027.2792,1239.5862,146836.03,1297.1511,51982.863,0,10874.653,1624.8177,11318.829,12333.349,12264.576,13513.439,10643.188,13979.393,12853.07,
4841,338.20644804136384,2.906563,0,0,0,0,0,2352.3267,1130.464,1216.6116,1047.908,1678.302,1734.8422,1629.0024,2194.2703,1313.5654,1030.6123,1933.4194,1295.4142,1092.7151,1361.9825,0,1477.4019,1200.375,0,0,0,1433.2496,1066.2487,0,0,2316.1704,1695.5872,0,1544.3789,1262.3512,0,1346.2612,1452.4288,1624.0001,22667.842,0,1401.6843,3893.4568,2663.562,62422.957,1113.7963,34372.17,1386.3436,2852.236,2473.375,57666.13,3796.5786,1087.3551,4151.0034,3356.1606,3720.903,4862.0874,5104.027,5032.0083,6090.267,
4842,213.12367747284748,2.9195657,0,0,6533.7007,0,1013.90485,0,10934.667,1170.9204,0,1438.895,2267.443,3898.138,8629.232,1081.6741,1303.0287,0,0,0,0,1164.9402,1162.1097,0,0,0,175755.38,1341.3022,1098.7113,468585.12,0,0,1011.32434,0,2028.0437,0,0,1085.6956,1386.976,1268.9614,1396.5745,1523.5685,1256.0247,1458.9423,1413.6528,2055.0403,1294.3732,4151.722,0,0,1121.1111,4108.492,23873.59,3549.1418,25260.215,26310.488,27583.83,28545.174,26338.846,32743.268,40214.53,
4850,341.1372664306793,2.9307072,0,0,19547.338,3361.8286,0,12162.889,48571.38,9805.4795,12120.792,13697.284,3809.4172,22901.0,15110.207,12680.152,20459.781,16450.209,15597.738,3017.7817,11274.818,8235.421,1589.8685,15185.816,1928.442,1284.8228,4823.37,25072.658,8766.808,1949.9912,10603.098,10857.41,11479.268,4054.4714,26781.318,3054.1272,1674.6033,7447.9194,10904.995,32360.135,4687.4424,15338.183,7538.9053,20459.467,5829.267,3540.1267,2813.6,6427.9683,13599.313,9753.5,36254.85,10519.513,20580.518,20171.115,19985.11,18949.514,19787.246,20163.906,22109.951,21484.125,23874.615,
4865,365.24306422271076,2.9537346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25375.043,0,0,0,90570.82,0,0,0,0,0,0,0,0,0,89181.37,0,34667.285,0,8240.834,0,8317.917,9163.157,7253.4956,8750.977,6788.9316,9849.895,10888.539,
4867,247.17514215806327,2.9303632,2154.8782,2410.7756,0,0,2317.9,21160.326,0,1179.7396,0,0,0,0,0,1232.2715,1001.0578,77233.234,1358.4082,0,0,1229.8073,2068.4062,1385.3546,0,0,0,1095.2734,1022.0003,0,1018.56573,1197.308,2022.5051,7448.1265,1256.7778,1010.9037,0,46543.37,1016.4026,1150.6649,1636.0109,0,1676.301,0,1063.301,1758.663,0,1578.3304,0,0,1186.3481,1989.2462,4077.0645,1572.3241,3762.5933,4394.131,3965.404,4349.8647,4218.8296,4922.0117,4896.29,
4882,137.04583353068935,2.9378524,0,0,34524.914,18240.684,0,41626.76,60097.883,25874.477,61668.586,29388.984,34392.926,54647.85,67547.01,85556.58,36199.645,39550.426,36240.492,27247.207,30641.922,28654.877,45162.3,47795.16,48758.69,20026.418,46071.902,102539.266,35165.723,19011.182,46808.11,42434.77,35493.086,23247.066,11068.202,61014.92,13347.405,26189.896,19102.797,43736.414,44786.574,231719.7,44083.273,23250.635,39636.06,39481.133,24145.059,31526.76,34903.3,46247.582,49728.492,39388.64,43819.906,28148.188,44911.793,42947.71,43758.09,45669.31,45387.36,41791.727,38688.72,
4888,142.12254900554993,3.0025172,0,1377.9094,0,1941.8336,1016.5433,1304.0554,0,0,2753.4424,4379.569,1508.0231,22370.201,0,5046.538,0,1830.761,1063.3232,0,0,1255.5,19402.303,2492.7236,1450.4248,0,0,0,0,0,0,0,0,1509.2155,1505.7783,0,1672.0055,6051.245,0,2410.844,0,1651.8282,1171.1344,5891.557,1247.2046,0,0,0,0,2743.7449,0,1017.0801,1747.1414,1107.3035,1742.8945,1462.3425,1554.8728,1392.8881,1956.5664,1678.4453,1338.889,
4898,229.08524320268762,3.0627458,0,0,0,0,0,0,2404.0522,0,0,1196.2322,1494.5903,0,0,10870.583,1195.1772,0,0,0,0,1139.1992,5467.6167,8825.726,0,1747.8007,1230.5773,1240.1013,0,0,1357.6201,0,0,0,1242.1482,0,0,0,1528.5613,93058.625,8414.845,1176.7511,0,1013.30225,0,0,1151.2155,1652.6543,1545.4307,0,1314.9877,1972.6292,3334.597,2862.4033,4596.8027,3941.5454,4133.4277,4318.105,4392.0527,4527.0645,3778.3206,
4910,151.14502789628875,3.083309,1002.9755,0,2874596.5,1993776.8,0,2172267.8,2966061.8,3198280.5,2672300.2,1567379.8,2409076.2,2539448.5,2517492.8,2053864.2,3432608.5,2992653.2,1916999.1,2690323.2,2473903.5,3012941.8,253875.14,1424911.9,1781851.8,1496818.4,4759705.0,2371419.0,2474871.2,5244538.5,1766680.6,2429785.2,2991188.5,3402856.5,2568194.2,2586154.2,2235526.5,2074726.9,2126537.8,2053335.9,2685867.5,4129349.0,2767738.0,2200832.0,3048186.5,2653193.8,3488564.2,2849027.5,1726407.1,2681613.8,3220388.5,3497729.5,3004255.0,3218577.8,2967837.0,2964955.0,2964596.0,2938155.2,2957764.5,3719424.0,3790865.2,
4915,76.07588572042236,3.0967298,0,0,1026036.7,820394.0,0,807665.0,1036692.44,1078095.1,993195.0,773845.8,994283.5,972215.5,897717.25,847855.2,1179281.4,1022461.3,771986.2,969479.7,960993.56,1036876.2,462117.78,785389.1,863686.0,789220.06,2208197.0,847186.2,909429.9,2447536.5,785887.7,931645.06,1071030.5,1159485.0,923648.5,1037410.06,898548.94,868882.8,808175.75,854540.2,931785.25,1538034.9,989995.0,989979.8,1123811.4,946791.5,1367074.5,1050528.1,771152.25,1077025.8,1073379.6,1241544.1,1024549.25,1219118.5,1048865.8,1053519.0,1052246.0,1058294.5,1045316.6,1389648.4,1391314.5,
4928,338.1417079202696,3.0926666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914.2745,0,0,0,0,0,0,0,0,0,0,50464.266,0,0,0,49716.44,0,0,0,0,0,0,0,0,0,57148.78,0,59310.008,0,6497.3965,0,5838.374,8081.6987,7214.859,5447.412,6869.5747,7250.9854,5824.5425,
4931,218.18622693023758,3.1238227,0,0,27583.486,50963.69,0,47073.816,31067.941,21408.168,34841.867,27474.195,45647.266,43176.652,33732.65,55781.504,28216.264,5694.68,39884.69,27191.105,33814.273,24731.402,40276.016,67313.9,68845.945,63026.57,10306.027,37763.797,40664.836,8568.916,43424.6,46770.363,33334.836,31402.137,11845.993,36928.457,51619.586,22286.195,13134.103,53252.004,32492.773,17558.854,29302.016,33160.54,44543.26,31700.143,57846.645,35767.426,14928.452,47197.953,10988.398,42308.652,28938.072,43709.12,26931.48,26554.191,24435.955,23806.357,24059.043,29950.055,29332.93,
4937,134.09637209385002,3.1498878,0,0,0,30542.723,0,0,0,0,0,0,81101.26,0,0,0,0,0,0,0,0,53747.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4067.123,0,4178.5537,4466.0054,4238.5645,5244.0283,4631.578,3821.5005,4466.105,
4940,189.13463932946578,3.2039058,0,0,152228.97,139198.1,0,119076.41,121944.84,103572.68,148385.52,86081.98,136526.48,128295.67,104222.75,145554.27,64886.176,102964.98,101619.04,64985.605,122616.88,85407.29,136084.55,144807.25,155623.4,159483.86,88176.44,143831.53,146520.8,73660.74,102525.086,125219.12,136244.61,35099.914,55051.973,138195.97,177491.3,134560.88,74122.305,139988.16,89872.91,100990.695,137699.45,125281.19,157158.42,98751.055,68855.77,119322.4,73738.484,139704.1,91671.34,132863.73,120282.234,173734.52,120373.86,122569.75,107076.88,105202.53,120822.516,133594.12,161738.77,
4957,450.21185873262533,3.2042763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11176.007,0,0,0,28508.715,0,0,0,0,0,0,0,0,0,31228.498,0,23610.412,0,2775.376,0,3486.911,2929.0364,3317.6077,3181.238,2524.0403,3213.0427,3402.812,
4959,393.32878766799854,3.2258098,25412.555,19166.316,4700.097,3517.2798,21541.115,6057.1963,4268.718,4400.3228,5195.077,6300.9126,3527.0159,3360.734,4547.2705,5032.206,3641.3918,5271.6963,5411.137,4216.941,3935.1072,8907.88,7327.2603,6343.089,3116.555,2889.7778,4088.3118,7466.41,5353.265,3834.8906,3784.803,8127.309,4719.9453,2724.8157,3841.24,2957.5886,2494.5159,4872.45,3274.7234,4944.834,6392.1006,5054.1094,3363.1445,4189.547,6713.1646,4657.1875,3844.7544,5760.0176,3314.0261,4844.2944,4482.5854,7328.639,3658.0933,7117.831,4192.9536,4796.825,4208.438,4738.8867,3783.7146,5254.038,4162.8545,
4966,424.15970383226187,3.2132668,0,0,0,0,0,0,0,0,0,0,0,0,127266.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2817.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4535.4897,0,5475.8735,4531.2964,4234.6533,4639.5396,4673.07,6222.465,4701.8965,
4973,340.1863785998102,3.2498534,0,0,3902.2307,3330.7793,0,15995.804,8136.091,14214.792,2765.4824,32541.914,8557.683,16185.486,20974.959,4072.545,6388.3613,16937.162,20613.102,16773.148,14091.291,7397.8057,2808.9773,4421.04,3289.5583,6996.4556,5791.7803,8142.096,4037.4294,11613.117,14579.449,17734.385,7995.579,11800.097,66579.484,19353.781,6211.469,7718.384,47134.656,5581.5244,18022.498,31839.016,12182.66,43628.324,16300.225,19004.445,11660.526,14383.769,86350.27,39768.04,27300.521,14574.001,12909.915,5286.5684,10608.024,11310.6455,11921.766,11891.807,10387.99,15321.754,15469.46,
4978,375.127932494348,3.241786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21033.531,0,0,0,32223.494,0,0,0,0,0,0,0,0,0,22514.691,0,14376.291,0,2325.3748,0,2786.064,2596.5063,3347.3147,2933.5803,2727.8372,2513.4048,2499.1592,
4985,338.0820880804165,3.2446225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34654.36,0,0,0,0,72690.33,0,62467.59,0,0,0,70061.266,4790.7803,0,5431.5806,6299.977,6865.1333,6258.0454,5080.6895,6427.8984,6624.937,
4991,199.09604304485936,3.2524006,0,0,1002.4547,0,0,0,0,0,0,0,0,0,0,0,1262.1599,0,0,0,0,0,1031.3682,1062.1212,0,0,0,0,0,0,0,0,0,0,44679.598,0,0,0,63532.996,0,1005.13684,0,0,0,0,0,1023.0307,0,40756.152,0,27689.62,0,4035.7007,0,4549.081,4424.7534,5579.4,5720.651,4533.727,5353.2925,4855.2485,
4992,266.121720287046,3.2524729,0,0,55278.316,44901.273,1515.45,233666.77,151151.47,205975.11,54330.93,286998.88,86721.0,191494.19,264664.44,84300.86,84742.875,231025.34,150114.52,159755.8,161540.75,97344.12,76010.36,84854.56,42517.727,84117.4,62989.516,133353.25,80797.086,86602.72,124292.66,207748.6,137673.97,85005.125,200958.72,178154.28,53850.582,120412.41,219818.02,86158.555,236495.64,334434.12,182580.75,386518.16,243066.52,241853.62,95533.62,178838.61,295780.1,332751.06,230862.6,190954.06,167074.73,80121.06,151202.27,162464.25,182256.11,161978.05,146956.19,183312.94,165926.16,
4997,258.12533505148923,3.250643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43854.434,0,0,0,0,93049.32,0,86999.42,0,0,0,107312.78,8717.842,0,7264.129,8466.272,7562.196,7840.7217,9279.223,9498.75,9940.275,
4998,392.15468548698203,3.2671833,0,0,0,0,0,0,0,0,0,0,1000.08594,0,0,0,0,0,0,0,0,0,0,1141.5474,0,0,0,0,0,0,0,0,0,0,36242.574,0,0,0,53595.098,0,0,0,0,0,0,0,0,0,36440.13,0,24999.742,0,3554.859,0,4135.7153,3781.6453,3847.632,4937.542,3651.331,5245.653,4574.453,
5001,306.1698633231889,3.2593322,0,0,0,0,0,0,0,1054.4996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9656.333,0,0,0,32952.613,0,0,0,0,0,0,0,0,0,39065.34,0,18613.389,0,2832.9592,0,3297.961,4574.883,3149.1797,3565.4119,3061.66,3915.8513,3647.201,
5002,265.118977053934,3.2550228,0,2287.7366,340823.3,266578.12,4691.0225,1749313.5,962711.0,1385422.4,349144.53,2303965.8,514570.2,1342767.8,2107562.2,525927.0,512410.47,1810183.4,944849.2,981471.94,1071129.1,617652.25,473423.44,490137.16,262842.3,480456.7,394714.4,754365.2,473314.3,532283.06,757991.2,1519063.5,847265.1,502228.47,1381995.1,1174423.5,330686.22,727635.44,1633106.0,522232.62,1730999.8,2864617.5,1227870.1,3304252.8,1918699.9,1941616.9,573614.7,1177480.8,2441467.0,2841270.0,1738223.8,1320896.2,1089080.1,475231.16,1014799.2,1046016.94,1119829.0,1052575.2,911034.9,1165718.9,1059257.2,
5003,451.14068392388793,3.2497165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12335.602,0,0,0,0,21821.402,0,23813.861,0,0,0,27877.797,2816.4575,0,2130.1326,3365.827,2690.8152,2019.5977,2899.7375,2634.71,3990.3364,
5010,248.09170137743837,3.2561042,0,0,24153.564,22046.672,0,83310.07,50415.805,72303.22,21851.164,112877.945,33175.664,74332.08,98225.766,32619.746,32938.188,86505.98,51334.426,53431.727,58488.92,37588.875,31759.018,32348.025,17930.287,27645.154,26435.676,44355.59,29574.463,37449.0,48535.996,77813.05,47259.98,32190.215,72935.27,62293.57,21290.09,43535.88,81236.2,33241.21,84813.875,130718.664,63981.73,153587.28,92614.95,97145.83,36710.555,64020.492,113390.414,132942.17,84501.516,67159.664,52034.84,32817.062,52859.95,55945.965,62770.863,59299.316,50784.82,64579.31,56052.945,
5021,130.0499094202568,3.2522352,0,0,34572.375,28205.062,0,132477.36,80382.414,107238.7,39669.0,164552.86,48194.69,113843.59,153912.11,47768.965,46120.19,138559.38,80046.42,80053.05,89466.59,52290.1,45950.24,47626.184,26007.14,45092.016,40259.508,62587.938,41850.91,46899.96,69709.04,123998.58,77452.51,45438.613,114422.695,96851.36,29087.451,66134.195,129565.22,48514.04,135062.69,176543.36,98999.84,218544.56,152121.4,148715.55,54395.504,98956.85,167517.61,184542.47,134966.25,115496.28,81535.78,46660.246,82933.305,81263.375,94920.31,92734.97,80717.77,99923.03,94945.086,
