row ID,row m/z,row retention time,6111_U2_C18POS_35.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6110_U2_C18POS_34.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6101_U3_C18POS_29.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6108_U2_C18POS_27.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6110_U4_C18POS_start-10.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6108_U3_C18POS_28.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,6102_U1_C18POS_26.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PB2tryagain_C18POS_5.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PooledQC7_C18POS_25_1.mzML Peak height,
2965,723.3226433328026,3.019043,0,0,0,0,0,0,2134.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12118.044,0,0,0,0,0,0,0,0,0,0,0,0,17179.559,0,0,0,0,0,0,12874.95,0,0,0,0,0,0,0,0,0,0,14361.043,14561.769,12802.205,18216.406,14570.553,13124.924,16986.768,8229.1045,
2966,794.3219204239209,3.0175576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60735.438,0,0,0,0,0,0,0,0,0,0,0,0,67135.67,0,0,0,0,0,0,86985.555,0,0,0,0,0,0,0,0,0,0,4989.539,5351.152,6921.2173,6793.267,5112.095,5156.2886,5647.3364,4528.4736,
2968,420.20262707719684,3.0283222,3131.1619,0,0,0,0,0,100265.16,652.4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387958.8,0,0,1670.1766,574.48663,0,0,0,929.22815,0,696.915,0,1136.2401,3675025.2,752.4539,1260.0775,0,0,734.58026,0,2903297.8,0,0,932.88226,0,0,0,0,0,0,0,293191.03,292516.94,303907.78,384665.7,315464.7,284516.6,369891.75,277296.94,
2974,421.2458527495913,3.0072117,0,0,656.0,0,0,0,817.5424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28251.703,1248.4083,0,0,0,0,0,0,0,1503.3981,0,0,0,43112.324,0,0,0,0,0,889.8129,36449.64,0,0,0,0,0,0,0,0,0,0,3297.5808,3641.0244,3111.6956,4300.6094,3830.8792,3508.0913,3672.6985,3024.2546,
2976,684.3120275723933,3.0171902,0,0,0,0,0,0,22396.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79152.69,0,0,0,0,0,0,0,0,0,0,0,0,182586.1,0,0,0,0,0,0,122241.5,0,0,0,0,0,0,0,0,0,0,49132.367,43767.09,50549.91,62825.703,46459.406,49348.293,62667.83,29547.992,
2978,151.0389747152291,3.0186558,16756.633,25537.863,23502.623,7091.64,13746.016,3438.0127,5721.4155,137974.84,3599.9727,28796.615,2892.1638,20764.996,14454.454,7742.79,6029.562,7436.723,33797.07,22755.293,20094.799,13298.455,45558.465,7776.163,8166.4556,19345.717,17651.256,13458.445,10929.218,42725.01,14974.437,61957.324,18334.422,42616.977,15556.895,10884.745,26964.904,21275.379,12637.733,3829.5542,21620.502,23962.566,29831.738,22844.557,10155.763,5625.933,17388.34,13434.887,34016.68,9219.131,0,0,0,23580.928,34131.56,29956.508,20134.084,18066.662,19927.467,19695.533,19342.965,17740.658,19988.307,17094.152,
2987,343.10132347208014,2.9973004,2210.0703,1542.1412,2224.2861,1779.0685,1998.3867,884.7005,4118.5327,1805.8231,775.10236,649.1111,1285.5879,642.9978,0,1183.8263,1571.1832,0,2041.4274,2152.531,1285.8695,0,1442.5823,831.68176,1258.9244,84757.805,1464.6947,990.07733,1353.2,906.61993,0,1442.2404,1050.5758,2969.1309,2473.8384,0,1626.7961,2124.0603,84477.75,621.0,2040.3206,1682.8363,1412.4387,2512.8762,1852.4696,93613.02,0,2499.5,1210.6514,804.20544,0,0,0,1490.7045,0,1127.8892,27969.633,30399.697,28550.414,30172.922,30398.564,29430.252,26498.387,27750.96,
2988,226.07097351306817,3.019033,9735.868,16154.222,13429.027,5185.8145,11182.806,2085.755,3195.3413,79284.555,3738.0579,18301.475,2256.8225,12281.008,10680.879,3845.4072,4281.641,4797.2046,22565.084,13812.481,13645.793,9579.449,27831.172,4687.77,6318.175,11948.451,12000.719,8189.5635,6260.135,23239.348,8564.745,33644.523,11768.639,24054.07,8793.304,7291.074,16548.146,14490.94,8154.43,3026.9033,13653.409,14142.613,17745.865,12401.339,7740.9805,4287.9023,11528.495,7406.124,27253.379,4496.136,0,0,0,13579.113,16762.328,18237.68,11658.405,11749.225,12134.982,12385.89,12343.876,11665.804,13882.0205,10805.33,
2991,399.0689813655556,3.0055108,636.3496,0,696.8174,1205.0643,927.62,0,5358.2583,1041.5869,608.6864,0,0,972.553,813.44995,0,0,0,0,876.0417,1328.8545,0,560.0,0,0,35012.27,0,0,0,920.1051,661.4215,607.26666,0,1450.3381,555.16534,532.0,0,0,28311.043,0,0,0,0,1426.5209,930.5309,33087.13,900.00183,776.3515,1644.2992,0,0,0,0,0,0,811.86206,21668.83,20113.19,22828.016,26871.092,21730.035,21228.277,22823.217,19872.607,
2993,325.0914580371883,3.0259428,0,0,0,0,0,0,2645.3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33994.14,0,1310.4636,756.55396,0,0,0,0,0,0,0,0,2162.504,35719.56,0,2023.0029,0,0,0,0,40365.117,0,536.445,1346.4823,0,0,0,0,0,0,0,11783.12,12911.708,11811.164,12581.56,13312.433,12102.728,12609.998,11315.099,
2994,415.0332950312551,3.0077322,0,0,1006.40826,1127.9786,0,975.5376,3433.2563,0,0,0,0,0,0,0,0,0,877.2595,1515.2313,977.5823,0,0,754.2292,0,31703.217,0,933.8742,0,701.3559,763.4064,0,973.1317,763.93494,0,1251.5399,0,0,26716.201,763.6214,0,1080.664,587.8889,0,1357.496,26380.38,715.6371,0,1483.0623,0,0,0,0,0,0,0,15041.06,15773.172,16885.273,17531.582,16879.877,16345.042,16429.63,7029.745,
2997,185.08084997386456,3.0639124,3181.3713,2632.5977,3555.4646,3871.9941,3290.5862,3089.8606,23707.785,3504.514,4152.107,3438.7825,3189.1191,3427.5522,3869.808,3378.3064,3401.532,2998.669,3693.4446,2777.691,3122.8384,3608.5713,2481.236,3895.0273,3555.3135,452568.44,3847.0693,4380.862,3010.002,4088.9167,2919.7466,3115.3225,3194.043,2778.687,4066.4377,3379.3074,2801.936,3294.2332,448683.0,2644.918,5983.707,2623.0269,3297.3848,2987.1748,2907.2466,508945.72,2609.0989,3901.626,2852.3076,6158.562,3268.4329,2705.2559,2080.689,4459.1587,3348.8445,3094.482,156471.88,161903.08,150744.75,163960.1,169061.78,154317.11,158584.22,146426.95,
3002,167.07025609915527,3.0445507,1971.6533,2969.012,3157.9978,2487.0623,2809.452,2245.185,10410.192,3526.4814,2068.8848,2653.7856,1661.5696,2833.3306,2522.9626,3034.0806,2570.1113,3499.3706,3057.81,2877.3123,2440.582,2693.924,3594.9507,2046.4855,2429.4592,172014.6,2528.8438,3041.1162,2366.1838,3483.95,2685.6035,2714.2944,2289.254,2041.042,2587.8828,2694.1743,2370.33,4282.696,170793.81,2594.189,5862.988,2608.7605,2682.906,3088.7961,2168.979,187701.55,2239.4353,2520.102,2640.5193,4483.9346,1997.4122,2060.3591,1694.8755,2696.1833,2642.3552,2558.0242,48489.273,48817.53,48691.848,59331.52,51464.344,50416.2,55572.793,50416.05,
3004,759.163669524199,3.0057456,0,0,0,0,0,0,0,0,754.37286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60649.566,0,0,0,0,0,0,0,0,0,0,0,0,41995.137,688.0947,0,1350.0703,0,0,0,48166.535,626.2819,0,0,0,0,0,0,0,0,0,12669.01,13345.045,13788.24,16358.035,15335.58,12644.473,14310.734,11957.198,
3007,361.1124452507432,3.023851,0,0,0,0,586.0726,0,5383.979,1507.5446,0,0,0,0,0,0,0,0,794.26843,0,0,0,0,0,0,81132.945,0,0,0,0,0,0,0,0,0,0,0,0,85949.84,0,1291.1063,702.5983,539.0,0,0,87701.31,0,0,1325.4921,0,0,0,0,0,0,0,32695.438,28003.441,28035.707,32951.83,32426.125,31564.842,27608.068,28373.312,
3008,119.04910460692314,3.0164578,0,0,0,0,1499.5538,1338.6793,3775.8828,1323.7203,0,0,0,0,1669.0618,0,1515.8074,0,2464.0012,0,0,1517.2112,0,1275.0911,0,78596.29,0,0,1954.4001,1594.4408,0,0,0,0,0,0,1403.795,1995.6123,64088.758,0,0,1597.8527,0,0,0,80858.64,0,0,1637.8794,0,0,0,0,0,0,0,19213.213,21154.389,20729.445,21472.559,20382.232,18543.096,21673.852,18097.123,
3009,137.05973241668136,3.0642288,3623.3364,2937.7295,4366.5894,4508.342,4953.153,2877.4644,13595.13,3609.809,3228.6123,4478.505,3380.4136,4235.8853,5329.1304,3863.7769,5340.8105,5557.807,4399.0366,5252.803,3953.6003,4807.1436,4405.841,3553.1963,3573.0571,284028.03,4159.0225,4584.587,4200.972,5675.203,3076.3828,4086.6436,3679.7336,4967.5337,3352.9448,4309.424,3410.2993,6317.4883,258104.72,3670.7812,6366.593,4896.4614,4157.8926,4920.8164,4346.9697,302402.3,3905.6184,4079.0864,8096.33,4492.0176,1235.5768,0,1360.9156,4334.579,6059.266,3462.1052,83549.56,82088.34,86883.87,96637.69,86950.75,81956.12,94715.555,81774.125,
3010,383.09444463330755,2.9840827,1669.0073,1613.5237,0,1230.6082,1214.4121,0,24487.96,2369.0005,1478.8885,0,0,1297.6282,0,0,0,0,3148.6592,2820.5103,1566.3438,0,1028.641,965.81476,0,120846.484,0,1176.001,0,2740.9775,0,1772.7626,1622.924,2638.6162,1289.7324,0,2245.4194,0,90264.4,1362.0682,0,616.8929,961.8578,2101.2544,0,106251.43,1357.9089,1576.88,2827.5742,0,0,0,0,925.6414,0,609.5806,83127.64,90354.82,85074.555,103296.164,86728.24,78243.26,97836.664,66881.12,
3012,775.1372852897567,3.0210953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49930.547,0,0,0,0,0,0,0,0,0,0,0,0,36676.977,0,0,0,0,0,0,45379.78,0,0,0,0,0,0,0,0,0,0,9093.007,9319.138,10165.344,12801.815,10970.0205,9657.802,9996.006,4231.905,
3029,607.128707692725,3.0389276,0,5391.813,0,0,0,0,0,32669.44,0,0,0,0,0,0,0,6284.373,0,5744.048,0,4996.1597,2701.0,3186.7834,0,0,0,0,0,1881.5023,5175.4033,0,6276.08,0,0,8249.556,0,0,0,0,0,0,0,0,0,0,5177.0,0,0,0,0,0,0,7155.4233,0,0,2975.3289,2783.9104,2671.4045,3087.3494,2515.3057,2207.0,3268.3608,2429.8682,
3038,1041.4231261215486,3.0367484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369.2803,0,0,0,0,0,0,0,0,0,0,0,0,18041.06,0,0,0,0,0,0,5546.0366,0,0,0,0,0,0,0,0,0,0,1471.9274,1350.0914,1790.8405,1863.2921,1741.5358,1900.9031,1602.376,0,
3039,773.1792783694938,2.9984174,0,0,0,0,0,0,0,0,523.06616,0,676.2722,0,0,0,0,754.1353,0,0,0,0,1364.6361,0,0,29234.846,0,0,1009.32117,0,0,871.8179,0,720.625,0,0,0,0,28762.242,1100.3472,0,974.45715,0,0,0,26064.094,0,0,0,0,0,0,0,0,0,0,4728.0244,5043.159,6161.1167,5133.653,4977.0835,5918.759,6641.9116,4132.247,
3054,1055.4407314487448,3.0574667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60946.31,0,0,0,0,0,0,0,0,0,0,0,0,102187.27,0,0,0,0,0,0,157402.72,0,0,0,0,0,0,0,0,0,0,16652.416,16224.605,17453.209,20409.666,19791.3,17500.14,22277.39,14686.118,
3055,434.217646556257,3.0620184,6344.484,0,0,0,0,0,235869.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4049504.5,0,0,5100.029,0,0,0,0,0,0,0,0,1537.8892,4983475.5,0,1612.4565,0,0,0,0,4318646.5,0,0,0,696.89,0,0,0,667.6925,0,0,578263.6,593463.4,576145.75,733958.8,583971.3,556934.5,724851.75,503892.94,
3059,434.25966515079466,3.0606952,0,0,0,0,0,0,11156.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98782.31,0,0,0,0,0,0,0,1238.0596,0,0,0,0,99469.47,0,0,0,0,0,537.3706,116359.945,0,0,0,0,0,0,0,0,0,0,31261.227,32796.207,30081.283,39500.94,33691.938,29403.67,37988.777,25966.033,
3062,551.2956447787868,3.059332,0,0,0,0,0,0,2741.5774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29367.686,0,0,0,0,0,0,0,0,0,0,0,0,30423.03,0,0,0,0,0,0,18197.814,0,0,0,0,0,0,0,0,0,0,5743.1187,6900.61,6870.1934,8122.2925,5425.7104,5084.811,6200.3545,4562.4434,
3064,487.20815620316426,3.0692675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161.7024,0,0,0,0,0,0,0,4316.4214,0,0,2013.1504,20170.658,0,1466.628,0,0,0,0,0,0,1674.3922,22756.13,0,4336.491,25919.215,0,0,0,0,0,0,0,0,1943.343,2282.3792,1395.8573,1986.0,1713.2675,1801.9414,1806.6667,2177.334,
3068,911.3980315388634,3.063532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8057.263,0,0,0,0,0,0,0,0,0,0,0,0,15251.966,0,0,0,0,0,0,33763.066,0,0,0,0,0,0,0,0,0,0,1672.4629,1511.7887,1565.2246,2342.4482,1915.2417,1742.2625,2454.149,1595.5734,
3070,1071.4363965463085,3.0579727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40878.945,0,0,0,0,0,0,0,0,0,0,0,0,33884.164,0,0,0,0,0,0,41317.023,0,0,0,0,0,0,0,0,0,0,1477.6019,2436.6296,1816.0092,1957.7129,1879.013,1507.7639,3183.3948,1440.1613,
3078,879.4082887427332,3.0685847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21343.016,0,0,0,0,0,0,0,0,0,0,0,0,28689.898,0,0,0,0,0,0,22382.498,0,0,0,0,0,0,0,0,0,0,3191.2021,2701.2607,3927.9526,4431.8945,3432.902,2706.1575,3867.6125,2315.4253,
3079,895.4033532726768,3.0650482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19648.629,0,0,0,0,0,0,0,0,0,0,0,0,24866.936,0,0,0,0,0,0,47882.395,0,0,0,0,0,0,0,0,0,0,3657.0032,3004.942,3708.6611,3784.2988,3157.5093,3738.0283,4785.6987,2406.0083,
3083,432.20106199180515,3.0969727,0,0,0,0,0,0,1284.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13882.83,0,0,0,0,0,646.0272,0,0,0,0,0,0,21832.512,0,0,0,0,0,0,22837.688,0,741.20764,734.1838,788.1818,0,0,0,0,0,0,2961.3716,2413.3882,2703.0505,3892.2495,3938.4453,3037.44,2202.7932,3028.1692,
3101,181.06086368205578,3.0973995,58862.113,69245.98,62153.883,44082.805,57026.51,75734.99,83494.3,59951.0,67826.2,97266.68,62469.305,91911.75,58863.582,66868.12,67126.73,33437.918,81780.56,76980.72,84314.234,48072.434,48305.023,55700.957,80200.72,26909.512,62642.73,53611.176,26528.205,68966.83,84591.836,53846.09,48867.098,66530.11,83543.41,52202.492,73124.68,34192.3,66775.555,44815.15,44089.23,51024.13,85169.945,49697.375,69477.62,42467.17,91115.555,68126.016,49457.17,61972.38,0,0,0,47827.44,75276.97,65199.355,59434.99,60079.695,58436.95,67731.56,62589.566,52974.71,68158.73,49764.547,
3102,244.15417054378707,3.0982442,45565.43,47444.645,66754.19,38895.754,49397.383,66127.59,58869.3,44443.734,83598.7,69300.516,57522.742,61467.2,55371.22,85127.35,64156.38,28704.629,48693.977,69799.766,67691.18,67040.37,23164.219,41498.934,99669.484,17113.316,47979.875,72044.29,29582.576,40009.965,49970.73,48032.074,60685.703,37482.652,68356.45,71842.99,35296.625,33895.832,90094.766,37323.95,38852.414,34842.59,79884.8,32797.64,45726.98,28528.762,49994.715,44833.945,27066.74,85581.555,1403.3662,1301.6373,1317.4753,39150.69,53754.48,48250.96,51840.543,50626.84,50580.062,63087.273,51929.582,49743.23,52965.902,46075.89,
3104,281.11297777625435,3.0488896,14093.101,10336.017,11141.195,6020.667,13236.154,18013.629,11596.999,9403.343,20575.264,15598.757,14901.648,14847.529,17926.43,10520.063,11677.803,5999.1943,12149.036,31309.43,15734.664,18168.586,13267.418,17663.662,10083.095,6689.0366,10961.817,10580.561,17498.816,20655.836,53540.387,10422.202,15748.06,26289.945,12093.862,13350.932,11198.503,11902.397,13814.702,9084.421,13442.997,19633.248,14134.901,10902.82,11447.486,9596.169,53917.66,10362.938,15256.897,11751.645,0,0,0,10907.029,15633.923,13585.679,13826.556,13328.024,13061.064,15685.441,14410.049,14263.768,14553.159,14071.141,
3110,377.1889494267475,3.104774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17230.553,0,0,0,0,0,0,0,0,0,0,1282.3876,994.39874,33041.355,0,0,0,0,0,0,35921.98,0,785.4844,0,0,0,0,0,0,0,0,3242.407,4384.4907,2794.4688,3631.842,2847.9187,2344.325,3872.4407,4519.368,
3111,394.17008956135544,3.102958,2105.2083,1373.3602,5589.704,925.1232,12576.212,2102.2974,3091.9167,1593.0992,4679.773,11414.947,1865.3282,2645.535,23687.062,4404.6245,3353.981,4642.8174,1853.9208,4288.2495,4677.1226,1650.1696,1294.2677,4963.728,3583.3604,1200.5187,5319.3887,31725.037,8048.0166,25427.783,2407.6482,2811.6055,6709.371,2815.334,3145.697,1654.2517,4792.0215,5016.461,5838.194,19585.176,4646.2583,3160.1863,3035.7234,31614.568,2264.6462,4930.427,2174.2048,2447.1902,28772.348,2665.3296,0,0,0,1236.2079,1453.3169,2266.4502,7535.019,6695.545,5905.0557,6330.157,6760.928,7492.6543,8486.251,7151.384,
3128,139.03896960056906,3.1555157,1892.04,1771.6309,2137.404,1337.8177,7287.4565,1623.4111,1665.2311,2962.7905,1664.228,3280.5986,1966.7855,2055.7778,1963.4774,2077.6191,2097.2634,17843.799,25455.23,2472.7695,1494.555,3384.2449,1539.1779,1730.2379,2016.7677,3272.0,3135.2966,2340.8267,4020.279,1799.5236,1837.0128,1655.324,1646.8,1537.765,1675.4717,1857.779,1834.6951,19739.611,2839.6763,1215.0026,1656.3593,17394.16,2225.2002,2865.0032,1983.0696,5631.2295,2825.489,1861.0334,80867.305,1891.6709,0,0,0,1413.1241,1875.7393,1808.4952,5960.4565,4599.94,5787.4233,4902.512,4998.545,5858.8203,5358.5103,4621.8945,
3134,287.1598580349289,3.1286721,3930.403,5760.074,9946.966,4179.9966,4047.8794,6960.2417,3975.2188,4803.104,7064.491,5504.5107,5751.1484,3422.3003,4622.9365,5845.3013,4843.225,4515.3486,11952.358,5496.0796,6917.6016,13613.901,24944.715,3701.92,9606.941,3350.0652,5668.308,5250.044,6195.9126,9573.139,4504.3813,9969.002,4183.7085,20318.883,4297.742,12162.931,12085.657,15921.982,5532.0977,3689.3687,15431.773,12115.92,16250.077,16074.233,8028.83,10369.26,4461.2793,8375.865,9403.862,6943.6904,0,0,0,6015.8286,6465.1133,9127.022,9984.709,8557.662,10318.971,10943.616,8251.821,8790.345,10051.731,7268.271,
3137,190.0499190227461,3.1328166,30524.71,31492.846,41187.63,21382.264,26025.924,49668.98,37203.81,26632.11,46725.582,43207.64,50309.76,40515.875,28014.482,60049.316,31258.625,27332.613,38989.684,37171.94,45085.12,28691.143,24695.8,43387.195,51719.023,21398.705,35470.184,50096.547,17231.803,35531.613,38410.36,35272.035,47268.316,28739.453,32668.13,33896.008,35301.29,29573.242,40491.18,36362.24,36349.25,46964.88,47295.816,25287.133,33176.586,35494.008,33396.535,32782.457,32974.82,54109.566,0,0,0,40302.152,45805.81,46155.72,37389.094,35010.555,35740.707,43724.883,37544.637,33472.23,45615.008,35242.152,
3146,840.3092480824909,3.130739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467.2205,0,0,0,0,0,0,0,0,0,0,0,0,5348.778,0,0,0,0,0,0,10179.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3163,279.13385894928155,3.1883893,9274.131,12043.411,17806.174,20111.795,25533.562,18527.19,6147.0083,18824.893,15705.698,3918.2527,18011.125,4833.48,8394.695,9643.355,5125.8286,26172.389,8657.39,9446.796,17828.273,6064.3286,7787.7246,7966.253,5955.5796,3629.128,7486.7983,14612.014,20210.686,9031.67,3804.2534,13386.357,11942.166,4099.9214,7288.2505,10101.231,7539.0913,22915.438,5501.353,16913.277,13486.758,17869.725,19675.15,6270.805,20024.037,2894.363,3419.9575,17927.389,30044.771,4313.363,0,0,0,20552.75,19578.807,17607.55,10776.409,10168.687,11184.039,11778.286,11112.226,10479.301,12763.433,8452.766,
3170,354.15439881033086,3.175579,9025.29,8662.824,8021.398,5261.327,14690.263,4066.7554,5277.575,11078.337,3128.8965,3335.98,3107.2073,4673.022,22533.688,1678.7521,4497.0503,3228.5266,12955.946,4200.9033,9155.907,2435.0247,1932.5458,2083.0842,4672.1157,11948.115,13830.135,11289.934,3401.116,30301.605,7582.432,10405.111,6742.2256,6479.022,6641.4766,12922.465,3087.729,5108.4995,18261.238,5639.3433,5821.2163,4332.282,16612.18,3660.7847,8757.657,9072.175,8509.046,8006.199,43180.582,4101.9185,0,0,0,3980.206,2959.808,4386.001,8334.266,9163.875,9446.396,11350.057,9783.041,8983.527,9275.32,9051.76,
3173,450.25483426688027,3.170273,0,0,717.6686,0,0,0,795.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21843.393,0,0,0,0,0,0,0,0,747.3241,0,0,0,37115.055,0,0,0,0,0,730.50305,33433.91,0,0,0,0,0,0,0,0,0,0,2531.1902,2598.8757,2063.0212,2993.1345,2552.0144,2156.4336,3293.0066,2551.124,
3178,464.2284410725305,3.1798625,1964.0768,1577.5925,0,0,0,1566.2097,2246.7163,0,935.0409,0,1311.114,0,0,0,0,0,1474.2982,0,2135.808,0,0,1066.8115,0,97405.13,0,0,0,0,1373.2775,1518.2201,735.4821,0,1186.1855,0,0,0,187266.77,0,1774.4268,0,0,0,1821.5209,129089.83,1729.9342,1670.1802,661.0989,0,0,0,0,0,527.0,0,16504.037,14798.858,15966.575,19257.596,13894.101,14919.568,17456.934,10193.918,
3183,313.0852265568328,3.1873944,1752.461,1608.0858,0,7181.953,0,0,218452.12,0,0,3464.4949,0,5339.0034,0,1927.6064,0,1629.4877,1525.8939,6414.5,2226.6643,0,1305.9882,0,1792.4004,1215.7975,0,0,3316.4922,0,170139.69,3120.279,1225.2474,1229.1407,212338.14,0,0,1471.7673,0,0,3278.2268,0,0,2993.5361,73126.87,0,170965.81,81941.38,0,1205.0663,0,0,0,0,2558.345,1573.4546,21181.201,19570.64,19076.607,22188.0,19095.434,18476.955,23868.69,15499.143,
3185,302.1418581769709,3.1859314,1308.3967,1539.9612,1019.5792,824.41565,659.0085,1251.0333,0,981.49915,1342.9642,1473.1838,735.1857,1026.8182,0,830.81555,1044.939,1210.2979,1719.638,1064.5804,1166.795,885.3094,31783.297,1929.2809,0,838.32007,1456.2863,1837.8438,1461.0486,1895.4222,0,1526.7838,1083.4753,44155.09,1307.0114,913.3981,50564.97,2294.5386,741.51556,1131.187,1831.5996,2342.7627,1107.1127,89039.85,984.0247,0,1251.8893,1265.7742,1246.0774,654.9289,0,0,0,1150.0387,1464.2532,1042.3911,8121.0684,9293.937,9088.161,10803.19,9334.239,9449.36,11358.907,8839.5205,
3188,295.12862643750503,3.1864102,7781.232,5598.7075,15458.118,9742.983,5711.9526,18878.05,9189.689,5682.0186,15524.572,7823.162,17988.416,11293.137,9579.757,12979.187,7946.325,8142.4497,5375.7637,48953.8,10889.341,6169.631,6211.625,13553.97,9948.29,19650.035,16307.852,13946.792,8494.939,4202.725,18328.89,9341.73,11283.328,6489.6895,12865.839,12847.912,10506.026,11291.935,30440.988,12977.419,22040.637,9482.742,15140.549,6457.4697,17098.36,26148.766,20918.627,18125.508,5060.4556,10100.828,0,0,0,13878.473,20644.049,14609.991,12913.167,11053.881,12463.972,15282.59,13084.804,10750.042,13736.728,11512.015,
3189,450.2119222326376,3.19294,0,0,0,0,0,0,22301.98,0,0,0,0,0,0,0,0,0,0,0,0,685.44025,0,0,0,438640.03,0,0,0,0,0,0,0,0,0,0,0,0,700732.75,0,0,0,0,0,0,634542.1,0,0,0,0,0,0,0,0,0,0,63079.3,61191.195,61499.98,85396.88,66370.445,60862.668,78820.45,52836.66,
3193,260.16447644187167,3.2288084,771.0029,1173.8926,0,835.0,0,790.9114,1010.7754,1343.8896,0,0,774.35767,0,0,0,1159.6428,0,756.33777,0,878.48376,0,0,894.045,0,43102.58,0,793.8031,999.0201,1028.1381,0,805.07745,928.9867,0,0,1032.1234,0,732.3021,81685.73,643.52106,0,0,0,896.50665,725.5714,105077.34,0,800.63617,613.2457,1674.5,0,0,0,555.0,0,0,9894.648,11393.842,9873.861,12675.865,12126.272,9137.589,11358.435,7668.7583,
3194,634.2852449766706,3.1953926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30908.082,0,0,0,0,0,0,0,0,0,0,0,0,46067.53,0,0,0,0,0,0,88368.4,0,0,0,0,0,0,0,0,0,0,2757.8667,3252.1301,2837.1074,3385.9324,2956.6357,2637.745,3193.5725,1312.6514,
