row ID,row m/z,row retention time,6110_U4_C18POS_start-10.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6110_U2_C18POS_34.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6106_U4_C18POS_36.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,6111_U2_C18POS_35.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PB2tryagain_C18POS_5.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height,PooledQC7_C18POS_25_1.mzML Peak height,
4032,258.21869008851746,3.9331236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13319.403,0,0,0,0,0,0,0,0,0,0,14934.294,0,14241.27,0,0,0,34910.473,0,0,0,0,0,0,0,0,0,0,29310.684,22972.57,23858.297,31063.95,30481.19,24147.473,23765.287,25004.838,
4033,434.1580318245495,3.9072082,1491.4584,0,1272.569,0,0,0,0,308240.9,0,0,0,1392.7694,0,0,0,1106.4943,0,0,0,863.2649,0,0,0,1655.6511,0,0,0,0,944.52344,0,982.6707,0,0,0,1203.4172,0,0,0,0,0,0,0,298276.34,294530.03,0,659.9389,475191.66,806.00116,0,0,0,35940.297,40860.723,32982.28,36952.117,38151.484,41836.83,34591.707,31211.93,
4034,652.4105955861673,3.928864,2230.4392,2237.2705,1745.8756,2266.6162,1415.1678,3774.1926,1848.4735,3771.9753,2011.1306,2015.3712,2528.6772,1318.2701,1580.0946,2495.3396,1813.6901,2982.9617,5483.638,3089.968,3793.7751,5975.2534,3530.158,4056.3274,2509.9106,4377.4546,1949.8317,3789.9841,4178.928,1638.6552,1764.5934,3492.1802,2741.274,2061.312,1455.7682,1624.5226,1951.0953,2771.0098,3807.602,2165.8936,3407.2935,16337.247,2278.5818,2666.3118,4278.1636,2204.808,2739.5444,2735.8289,2896.0325,2207.1973,1382.6277,1786.546,2768.392,2742.143,3951.3025,3188.0613,2995.5571,3462.2197,4068.5112,3093.709,43119.574,
4049,251.19624314384384,4.0359917,2717.7485,2711.7878,2538.0793,2536.6528,2746.0227,2230.3389,2888.1833,2133.0667,3686.7827,2146.6956,2862.673,2794.8167,2565.4927,3492.8323,2735.365,2318.7637,2762.3115,3414.242,3323.3027,2821.7039,3511.486,3196.3845,2627.7607,1608.5126,2559.66,3223.0002,2907.8206,2343.081,2017.9275,2889.7493,2264.95,2318.9844,2748.1716,2542.481,1429.0011,2276.4272,0,2316.0015,2818.4902,2944.7817,0,3086.6055,2001.5951,3079.5264,2372.5718,3081.214,2160.2446,2395.61,2699.7776,3457.3423,2950.2805,1782.0002,2396.3276,1959.881,1928.9031,1881.368,2273.474,2421.0115,31740.213,
4053,369.129142094544,3.9541464,39074.508,90829.984,44301.47,15547.0,41335.36,53966.062,57680.297,41579.12,13784.749,18804.56,54853.836,47597.47,21958.457,3893.7305,79358.83,41876.7,48873.477,42784.45,35884.863,69350.88,37244.508,65733.96,101907.0,56545.37,44546.69,46174.16,51709.523,60351.484,43615.395,42151.51,54765.535,19418.205,42525.195,51911.508,86439.41,43126.277,81864.766,59392.7,6330.5522,39113.773,44695.074,73967.75,134426.92,41682.0,81529.625,52714.547,55764.914,15423.391,1475.7579,1735.0364,0,51350.098,59679.625,57493.33,55622.57,53919.09,55428.76,58434.145,31369.713,
4059,666.3896890938806,3.9545486,0,1387.6959,0,0,0,1930.1986,1254.8209,2144.6052,0,1317.3129,1553.1083,1505.8546,0,0,0,1585.7217,3757.5596,1843.6095,1994.4891,3086.2654,1999.7955,1693.2354,0,2659.002,1677.5416,1511.72,1774.3353,1407.0881,0,1253.1157,1989.0599,0,0,1457.6431,1785.0698,0,2045.9657,1701.072,1593.5209,9723.597,0,1630.6637,3006.2412,1318.6267,1683.114,1848.7485,1436.6831,0,0,0,0,1449.9504,1803.2876,1870.826,1959.2395,2253.9705,1978.8672,2284.198,23155.26,
4068,117.09099742478809,4.04227,3477.4822,3938.278,4643.44,3552.3647,4025.1133,3388.0417,3967.8909,2884.891,3791.7126,4266.868,3290.04,4632.706,3558.1587,4496.398,3774.3298,3638.2915,3830.4368,3726.5059,3393.9297,4132.19,4201.905,4307.9717,3384.4248,1413.9291,3900.76,4190.3667,3757.6074,3939.351,2952.769,4520.7085,3363.1472,4054.3923,4316.2056,3933.1785,2015.1882,3522.9827,1399.2528,3799.346,2777.1257,3643.25,1530.8912,5564.6646,2503.2356,2355.3748,2578.5754,3655.7427,2970.0278,3956.7876,3830.4727,5917.533,3422.3328,2809.9316,2971.1948,3441.0422,2512.2605,2620.4875,3003.578,3206.3867,44860.676,
4070,957.0334060840114,3.9694946,5833.175,4485.281,2696.2668,3175.953,7658.2397,4520.4834,3985.0254,6234.686,5181.71,4389.0835,4615.781,5527.033,3973.2056,1896.6874,8005.708,7716.347,5234.275,4055.0642,3612.2146,3540.2422,4847.1934,3485.3806,2386.2043,7349.45,4803.7764,3809.1223,5921.358,9671.639,4581.506,5284.793,7607.805,6735.9756,3334.228,2998.8254,8204.694,1240.6527,4135.2324,4573.488,9875.892,7552.992,4552.622,4081.832,6531.666,5063.0527,2766.8408,6188.4766,8025.331,7799.2407,0,0,0,5264.9062,5416.9546,5423.6597,5356.0107,5221.713,5550.205,5650.649,7595.968,
4073,956.5319278085913,3.9693227,4817.5938,4987.347,2544.3083,3722.032,6938.833,6225.4844,5053.9214,5704.9253,5292.523,5219.483,5782.616,5196.4165,3196.4023,2449.001,6584.5083,6904.288,5553.0205,3873.4822,3470.83,3792.1265,4224.051,4122.373,2105.9292,8659.848,4040.4402,3765.0725,6515.5625,10016.024,4512.7324,5188.367,6411.892,6390.8687,3560.1758,2983.808,6684.9487,0,4012.0732,5517.472,9318.001,5486.1274,3734.2178,3748.8484,7447.744,7686.1665,1959.9143,6717.1387,6662.669,6276.2764,0,0,0,5981.78,4823.2803,5974.4307,4496.9536,5805.0957,6651.601,4887.2725,6897.2334,
4100,696.4370215249838,4.0256763,1264.9232,1503.9974,1333.6771,0,0,2723.391,1487.1361,2731.6091,0,0,1956.5092,0,1290.6162,1808.7917,1596.6482,2043.1575,3466.4998,1808.4563,2115.0144,4089.8938,0,2311.3403,1388.1301,4534.4146,1238.0272,2078.967,1903.1111,0,1550.6124,2317.316,1400.5918,1500.2594,0,0,1792.9292,2411.9854,3326.3728,1668.7356,2633.1672,9390.829,1875.4977,1281.0834,2434.546,1539.602,1831.7507,1882.8722,2036.0123,1911.2477,0,0,1669.7456,2513.5403,1995.5,2457.1228,2411.0286,2033.1584,1786.4326,2352.4204,35892.19,
4103,344.2065577799227,4.0213585,34911.05,33079.703,22316.912,15767.299,35792.07,30531.404,19130.486,20555.465,26966.584,37282.914,23595.584,63627.387,11705.838,19468.633,29641.371,20999.229,10609.391,11296.336,13900.602,40194.645,29721.846,20942.021,36292.316,64117.285,15579.4795,31414.19,35532.316,64029.918,47386.98,20528.102,68179.13,58010.555,23701.666,28782.027,60795.117,38137.3,42999.723,23703.826,55373.28,35627.645,16859.723,24046.414,35405.938,27469.129,39423.31,34768.926,32399.316,53031.27,1606.2369,1795.2244,1325.9774,36154.332,39407.727,36995.395,31761.297,31883.291,39477.957,35774.773,31295.668,
4120,256.10966438270424,4.0276256,0,0,0,0,0,0,0,185663.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910.4723,0,0,0,0,1153.502,0,0,0,0,0,1455.3392,0,1481.9634,0,0,0,1415.6257,0,441493.3,275589.56,1074.455,0,326331.34,0,0,0,0,36362.168,42488.645,36821.703,34438.035,39726.305,43089.69,36914.69,24289.346,
4121,238.09925354658168,4.0341067,0,0,0,0,0,0,0,68228.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029.4684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167022.61,118369.67,0,0,134491.52,0,0,0,0,12921.883,16340.8125,14367.29,15017.371,15488.896,17854.258,13088.878,11190.596,
4122,240.09542620357757,4.048026,0,0,702.125,1459.9304,0,804.44507,975.1113,28844.852,1038.4849,0,0,1169.4077,0,0,0,624.2318,0,0,0,0,688.5604,829.0624,0,0,707.6016,1007.14465,0,0,0,0,808.01227,0,816.98376,873.2025,0,0,1250.2611,0,847.4583,893.34784,0,0,51326.63,35600.227,633.8057,1301.1807,41976.625,651.1111,0,0,0,5778.365,7049.605,4557.0215,4765.5127,6044.6133,7215.948,6072.2734,3775.5908,
4124,258.1068876327689,4.0454106,0,861.6133,0,0,0,0,0,59778.562,1157.57,0,583.79346,853.9277,663.1385,0,0,0,825.3841,0,0,917.6372,0,0,0,991.43677,0,1505.7662,0,0,0,0,0,0,0,0,1058.3458,1000.4612,991.71594,0,0,0,0,0,161772.39,95976.305,0,0,114126.26,764.1323,0,0,0,13935.3955,15290.373,14263.456,12986.025,13376.774,16298.443,15205.044,9901.32,
4126,312.21678368221416,4.0386634,5667.8545,3091.6602,2662.9102,2456.0168,2915.2932,4772.911,3130.1765,3040.1282,1796.5801,3920.7197,3930.438,4787.0728,2038.3357,1482.7845,2510.627,7768.428,2663.1519,1770.2651,6411.9,15135.115,3606.0483,3266.586,7749.675,6048.3647,1992.395,9455.332,3916.4448,4724.775,3051.5364,2091.6255,3284.6309,2631.6213,3345.541,7008.072,3509.0056,6278.814,3661.0288,2343.0059,6424.7075,12498.575,1579.8707,3183.4377,7832.2563,6386.151,8312.717,6256.2573,3844.2505,9179.572,0,0,0,5133.613,4572.807,4055.0906,5257.1953,4363.73,4679.8115,4078.881,3766.0515,
4127,530.3212234283282,4.0460234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355.1666,8119.659,0,0,0,0,0,0,0,0,0,0,15390.864,0,16853.996,0,0,0,1905.0582,0,0,0,2640.1064,0,0,0,0,0,0,5213.02,4620.9624,3708.4988,3678.841,3575.5264,3957.734,5231.192,1662.4432,
4134,433.2361869220152,4.040052,12947.319,8883.651,6317.0615,6308.6816,4767.0615,11481.942,4114.414,7869.1226,3625.3237,9504.5205,7698.865,12941.74,4675.954,2933.3352,4809.455,21491.027,7155.964,4144.628,15749.089,29686.08,7152.534,8002.8906,17532.082,15650.496,3591.5708,20321.613,10844.927,15502.547,11223.528,3393.6978,8371.59,16819.205,7881.71,12401.697,10984.082,17982.908,8575.0625,3668.017,22470.281,37217.098,2639.3257,6740.602,15714.007,12060.934,23577.74,20861.111,14307.008,28791.695,0,0,0,10368.962,16956.805,11658.69,12721.269,12666.713,13387.163,14135.612,11670.185,
4135,710.4157482137423,4.047467,0,0,0,0,0,0,0,1341.2982,0,0,1217.8344,0,0,0,0,0,1996.9768,0,1316.9728,1615.7687,0,1217.5942,0,2340.9036,0,0,0,0,0,0,0,0,0,0,0,0,1960.5444,0,1283.4587,5046.369,0,0,1828.2067,1356.4464,1228.8035,0,1469.2341,1238.3817,0,0,0,1218.2671,1283.2512,0,1559.3611,0,2104.446,1467.8463,20494.947,
4143,872.1294172641137,4.074289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5751.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11747.75,0,0,0,0,0,0,0,0,1269.6317,0,0,0,0,0,
4161,420.20368771193944,4.066306,1319.2064,0,1258.3478,714.486,1030.0946,0,0,7642.7266,0,716.6289,0,922.4199,0,663.7902,0,1009.0132,1063.3937,917.7511,878.93964,0,1090.277,971.1229,1153.0078,2785.4229,0,0,1258.0734,1049.0403,0,0,721.91394,1290.1659,809.9823,682.3913,2664.7046,1291.2397,1658.9159,0,1230.0004,1738.0541,1319.545,0,7182.0654,4050.8804,1052.2676,934.9073,10906.446,1673.9136,0,0,0,1424.8848,1706.2814,1392.5887,1357.4766,1243.3196,1654.682,1628.2155,2461.569,
4171,816.3928992250152,4.0899234,0,606.75366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4870.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7343.6875,0,0,0,0,0,0,0,0,0,0,0,1225.9536,0,1434.5592,
4174,330.2272502222626,4.1261,21013.227,19957.004,38629.004,79866.07,90958.15,46194.566,21086.723,39583.2,44877.227,47031.676,22018.98,15018.132,56453.062,12089.401,25559.84,59576.004,26722.6,139133.28,43159.242,32826.9,51419.953,24399.912,18572.084,22897.443,10170.105,27291.455,15214.943,89816.86,129422.836,42566.676,29562.121,21621.248,22663.97,42054.508,49486.633,15185.256,23534.996,22050.697,34357.453,120050.59,24052.102,12735.515,67219.14,20026.242,33455.49,30400.004,15192.647,55868.426,1304.124,1541.0496,1295.1113,38133.33,42694.61,39269.94,38606.152,36550.05,43392.1,39568.395,35599.43,
4181,221.07882915424028,4.0893493,1559.4592,1580.0297,1256.9205,1359.0477,2448.516,1976.6333,1223.5896,1643.173,1813.6962,2055.0,1852.0555,2107.2017,1570.5377,1584.839,1349.3325,2233.9607,1924.2932,1862.2294,1503.5339,2029.4387,1912.5667,1356.1177,2479.1604,34137.934,0,2561.6614,1612.1326,2763.5933,2760.3062,1440.9108,6801.324,2348.7783,2750.5676,2120.89,12286.245,1637.1558,36255.223,1255.0104,2918.8958,2331.0588,18574.576,1412.0303,1735.821,1655.5262,1868.0499,2062.8137,1674.1572,2400.9314,0,0,0,10967.822,12561.394,11134.11,10901.837,12671.524,12886.271,9411.639,4052.7258,
4182,465.08587273523653,4.0655727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31703.809,0,0,0,0,0,0,0,0,0,0,11325.41,0,31823.566,0,0,0,19549.582,0,0,0,0,0,0,0,0,0,0,4280.2627,3690.3767,3592.585,3709.7358,3483.6736,3108.1755,3544.044,1207.1023,
4197,286.1798743870517,4.1242447,1139.2063,0,0,0,685.2654,737.6738,810.5631,0,0,796.5939,892.62067,800.7363,0,0,0,763.9506,788.0371,941.4898,714.7076,0,904.6972,653.0498,1002.4077,69577.55,0,0,0,922.2222,794.8178,1201.1074,1070.7678,0,789.9025,0,64778.758,0,76898.516,0,1040.6605,982.3775,24749.262,641.5323,593.9868,0,0,973.8407,643.2672,1055.4719,0,0,562.44116,6059.4478,5862.508,6452.59,5682.9253,5990.649,6290.598,6558.4507,5098.205,
4207,740.4624749868493,4.107407,0,0,0,0,0,1363.3677,0,1610.7994,0,0,1216.2847,0,0,1483.0787,0,1423.0144,1963.1488,0,1562.1215,2334.5957,0,2118.5625,0,2417.381,0,1510.6694,1613.1111,0,0,1604.3828,1392.6467,1429.4542,0,0,1248.7512,1906.346,2295.9897,0,2191.43,5393.84,0,0,1619.8048,1269.2076,1693.045,1512.5671,1927.3656,0,0,0,1207.929,1586.1011,1823.1063,1575.1238,2005.415,0,1644.4288,2245.4773,30001.066,
4211,436.19612401265664,4.107772,1309.0015,1872.2219,0,860.63025,1641.6948,1527.6476,1664.6377,971.77734,0,873.5964,1450.0522,760.3336,952.6701,0,0,1427.5077,1415.5232,0,1445.7228,708.4924,1057.5575,1290.7605,1378.2924,35119.547,1963.1735,744.0209,883.7967,1343.8853,1631.9285,0,942.82587,713.8571,736.46136,0,20660.633,0,24674.787,1219.4121,1456.2213,1132.1842,10147.579,0,869.6832,712.0039,877.9383,1697.6593,794.8138,1492.2838,0,0,0,2535.4497,3372.006,2841.4575,3076.321,2702.2815,3941.7932,3624.3586,3150.043,
4212,304.21171546890747,4.1214848,187302.88,129634.07,26318.865,58081.85,124461.69,79149.26,37057.61,20942.342,96225.016,30743.535,166953.69,113334.89,86944.85,54811.402,84617.88,39422.035,92063.13,68020.78,102488.805,286359.1,63457.83,195394.7,77967.72,49669.72,61326.78,176135.64,168171.16,130029.695,97637.07,38137.027,162278.75,115456.836,29075.354,57853.04,233565.11,84404.27,38775.39,88919.1,31106.934,185845.61,16019.926,84715.93,32176.088,26063.363,102936.79,190343.2,48241.0,35845.793,2634.1611,2830.4775,2967.218,94314.96,120375.414,100591.54,104760.89,102218.484,124830.52,101467.52,77461.87,
4218,556.2519525139155,4.1377587,0,0,814.19293,1662.2588,1354.025,1287.8402,1311.3224,0,1450.9866,0,0,0,1236.2153,0,0,1392.3851,1234.0321,0,1577.6371,0,1264.8142,0,1504.4554,0,0,0,0,1290.3655,0,0,0,0,0,0,1328.9246,0,1234.7301,0,0,0,0,0,0,0,1352.2836,0,1140.159,1644.562,0,0,0,0,0,0,1271.0906,0,0,1214.8047,17923.832,
4219,578.3729028644232,4.1355834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209.3695,1205.0967,0,0,0,0,0,0,0,0,1412.8903,16633.496,
4223,311.130348493164,4.140578,961.22455,1526.3241,1064.0017,1496.2977,1505.9349,1202.1302,904.34656,714.80676,1722.5209,1180.7963,868.2153,1068.48,46295.91,1590.9434,1222.3724,1397.0131,48506.445,4756.879,1421.6426,1261.4849,1419.1387,1216.9951,30922.633,800.7951,921.2596,1166.5736,1053.1653,1672.8401,1040.2736,1147.8064,831.0779,1458.2646,1084.5209,37842.61,1200.2982,36117.29,1247.9901,914.24286,1085.0704,21935.121,1490.9054,1167.9875,902.1641,729.20667,32096.52,1558.7604,1504.0017,1280.3472,0,0,0,5037.7983,6317.7754,5221.159,5842.0,4916.886,5784.9546,5558.977,4103.2827,
4231,754.4428591670919,4.149827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224.3604,0,0,2570.4045,0,0,1370.0092,0,0,0,0,0,0,0,0,0,0,0,0,1345.3325,0,0,16053.234,
4234,219.1020872970661,4.1441846,2702.0151,1503.5057,2052.658,1892.805,1555.3293,1676.1097,1337.4777,35323.895,1389.6792,1802.8516,1776.4786,2335.6357,2694.6777,1570.819,1850.3611,1660.4104,1363.3062,2139.2937,1903.8739,1845.312,1807.5088,1980.7491,1829.5579,2067.6257,1391.385,1674.3536,1859.5815,2326.808,2476.2212,1501.7736,1623.2526,4431.2812,2880.3623,2242.7378,1516.1948,2052.3525,1739.065,1462.1906,2302.4045,1193.2812,2416.5005,1476.2075,2101.0232,2812.4065,2320.9683,4628.5107,34487.227,1659.5363,1101.8441,1050.0135,740.96924,3389.102,5654.7007,3973.4133,4414.391,3343.2373,4030.4946,3834.3071,5131.0156,
4236,613.1563092440223,4.178107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447.0372,0,0,0,0,0,0,0,0,0,0,12860.307,0,1693.6194,0,0,0,1505.5111,0,0,0,0,0,0,0,0,0,0,5561.2065,5388.539,6357.8057,5863.534,5331.406,5846.702,6124.4873,1678.6068,
4237,464.19167003977884,4.158705,0,0,0,0,0,0,0,0,0,0,1281.375,0,779.0037,0,0,0,0,0,0,0,0,0,0,10795.829,0,0,0,0,0,0,0,772.1564,0,0,7174.115,0,7703.898,0,0,956.7905,3596.1255,929.5042,0,0,0,0,0,1103.5398,0,0,0,1380.0623,1354.8959,1906.2821,1441.2382,1821.599,1987.8535,1004.9085,2303.182,
4240,326.70910701078503,4.150064,2828.7048,5087.808,2969.2007,2761.051,2485.3884,5958.223,3278.941,3716.1287,4234.4473,4070.4885,6301.926,3010.9036,2481.7236,3957.9204,3565.8762,3557.9402,11904.1875,5009.253,5567.4966,10356.121,5160.9785,8040.048,3484.077,1396.0057,2591.7024,7755.3936,6430.8936,3060.4148,3844.836,6530.8164,4607.649,4001.8428,5274.8813,4256.816,788.72455,4752.5244,0,3161.041,4749.671,21452.803,0,4722.6406,4772.732,4887.043,4637.629,4406.72,2469.5625,4172.4844,3011.42,3685.865,7464.6807,1206.5674,1580.1154,1974.9882,1541.8966,1367.0698,1704.1973,2063.0015,1089.2383,
4253,504.3145664825088,4.1845813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3961.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14315.346,0,0,0,0,0,1316.1045,0,0,1303.9342,1353.2255,1448.8035,0,2212.0598,2548.1343,
4262,284.1855081494453,4.1780005,110434.195,60797.348,28882.568,42061.492,63698.043,50831.223,24366.756,46310.78,52215.71,51134.203,54669.34,36397.42,70556.33,48530.44,47329.625,48502.367,94097.66,62750.56,77827.8,107303.82,46089.67,75577.92,34918.508,31172.766,33940.92,67614.63,60387.48,51896.258,82680.24,41954.84,75852.29,60632.76,25341.213,33888.96,55401.004,39345.227,38178.023,73970.33,37500.28,132127.47,18199.521,34789.43,54079.59,51935.875,65876.04,144764.03,73133.43,35321.027,0,840.0394,0,58276.74,66429.66,63713.35,54191.45,60816.363,69197.734,62152.11,52863.902,
4275,191.1066380923147,4.2130384,5403.9355,3858.0251,4282.257,2937.999,3913.6008,6253.902,3071.8599,34847.164,4569.203,5837.6,3920.049,6919.1807,4447.8843,3784.0186,4130.437,6183.0796,4771.1904,5099.329,5624.4604,6215.75,4971.125,4622.0015,5788.407,2681.1006,3172.1145,5680.7363,4935.668,5579.222,4542.3125,3400.833,6693.717,6901.3843,4651.2373,5278.852,3851.1975,5785.5635,2814.8613,4745.459,7597.5254,8086.0874,2749.4167,3524.7644,4901.1377,4842.9946,6624.391,8339.13,29855.555,8076.855,1452.6978,1697.9604,1649.6332,5934.0967,5507.4434,7141.4946,5413.3066,7373.585,5507.7446,6288.9717,11371.634,
4300,784.4887440845304,4.1981816,0,0,0,0,0,1411.4899,0,1392.104,0,0,0,0,0,0,0,0,1311.7441,0,1555.2545,1585.3992,0,0,0,2094.3228,0,1375.1495,0,0,0,0,0,0,0,0,0,1495.4329,1434.152,0,0,3132.8213,0,0,1512.3984,0,0,0,0,0,0,0,0,0,1371.0813,0,1489.2201,0,0,1235.715,21164.139,
4308,274.2160975653802,4.241911,2184.6614,1928.4099,0,0,1967.6401,1906.6962,0,1400.2408,2628.8943,0,0,2038.9417,0,1274.6947,1530.0376,0,0,1238.6881,1239.9406,1417.1874,0,1481.0651,0,67724.29,1603.6404,1449.3326,1297.6852,1104.5636,1734.6918,0,1877.4692,1535.6051,0,0,68498.2,864.36444,66560.02,0,1273.1895,1553.6941,28909.043,0,1291.0004,1073.8004,2319.3674,1902.4298,1448.5029,0,0,0,0,5318.0156,6073.5938,6055.571,5720.723,6083.414,8076.95,5997.7617,3745.4497,
4309,346.2221350225848,4.232066,31285.074,26474.844,35854.066,11385.061,37690.434,40081.855,14290.909,24815.104,25374.459,20438.484,27244.152,58753.355,12782.876,15465.263,30907.953,14788.791,18065.955,11024.397,14050.583,31524.838,50233.496,25257.309,63695.305,26946.855,14214.922,24964.0,40330.875,84055.29,82145.09,41152.977,67673.71,63733.582,49124.715,55914.117,37813.26,73616.414,20302.0,21622.89,37487.59,33939.473,12698.22,30609.266,41061.19,47971.15,70689.55,26523.225,47918.785,30612.365,2873.155,2942.5896,2864.219,40029.008,42512.06,39714.984,36161.727,39353.547,47989.406,38897.746,31342.342,
4315,979.4756346877492,4.2308373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11671.966,0,0,0,0,0,0,0,0,0,0,9381.648,0,11175.048,0,0,0,6165.214,0,0,0,0,0,0,0,0,0,0,0,1402.2612,0,1353.4982,1248.088,1310.5529,0,0,
4318,930.996020873717,4.242775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9220.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4319,696.4366561949445,4.242051,2951.6758,2722.2622,2308.9504,2818.6145,2499.032,5231.665,3191.9626,5855.1797,3110.8005,3956.399,4858.0674,2091.393,3552.6035,3755.17,3001.9365,4933.002,7341.695,3511.2158,5393.115,8211.607,2839.3892,6647.5894,4306.4233,8437.3955,3144.9182,4696.8525,4950.3774,2761.4827,2192.0,5539.038,4726.205,3692.9062,2098.557,2544.4138,5009.83,6137.113,8032.199,3245.6765,6431.429,26287.758,4925.8877,3884.4932,7137.302,3972.5413,4431.2134,4172.4224,5472.338,2835.4565,1770.6757,2121.0852,2827.9504,5005.445,5853.9185,6057.3525,5472.7993,5122.764,6878.378,6606.652,6600.422,
4320,348.7221668510628,4.2435584,5261.018,4910.061,3048.3186,4784.0083,2469.2458,6865.325,3682.9897,4864.427,4733.1143,4473.9746,5530.7305,2404.0867,4300.682,5139.5,4526.2603,3834.664,8590.532,4417.825,5441.2983,10914.111,5268.976,10094.178,3532.9714,1284.0017,3056.9705,7118.037,4592.943,3401.912,3806.8147,6132.3613,3420.3076,4033.3333,2854.229,3288.6355,1176.044,4885.4897,2019.0544,4503.405,4992.584,21636.582,1647.4246,3951.2756,6007.229,3766.3474,3670.6584,4044.704,3279.5269,3176.7195,3630.0405,3714.218,5718.473,2250.458,2618.0237,2290.3496,3790.6802,2352.8347,3124.1704,2665.279,1212.9965,
4321,588.3236784503765,4.262474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11004.229,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.0865,0,0,0,0,0,0,0,22198.17,0,0,0,0,0,0,1216.5424,1580.0444,1630.4218,2179.9258,1627.7119,1790.1045,1646.7855,2378.5605,
