row ID,row m/z,row retention time,PB2tryagain_C18POS_5.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6110_U2_C18POS_34.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6111_U2_C18POS_35.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6110_U4_C18POS_start-10.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,6106_U4_C18POS_36.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PooledQC7_C18POS_25.mzML Peak height,
808,278.13348623569266,0.71787786,0,1018.809,0,0,2213.2678,2492.3132,1171.125,0,0,0,1869.5598,1457.7539,1683.0183,1581.1862,1476.962,0,0,2400.8403,1252.5258,1158.7722,1834.0815,1643.7338,1054.8148,1678.5654,1070.096,0,0,103209.83,1311.406,1964.6232,2043.8127,1125.5697,0,1095.533,1244.4889,0,1345.2489,169984.03,2549.9702,1758.066,0,186107.25,0,1473.7898,1185.5469,2338.8545,1946.3438,252603.84,0,19416.426,1156.562,20836.309,18588.934,0,21410.426,19997.557,17919.445,22359.367,19491.887,
810,195.12251558175345,0.73694766,85476.0,6290.0034,7236.512,9333.604,8527.105,4907.7217,4306.0977,6781.236,7637.5913,6499.0015,5403.752,5992.7656,6682.541,8352.424,11790.893,6149.629,6634.0283,5968.6875,6855.5845,5732.1094,5837.1016,8065.0557,8066.2056,6744.202,7360.044,6431.8164,9211.84,5859.376,7486.7446,7146.1074,6700.9766,7332.5723,8206.869,5285.1797,4465.116,6640.451,5702.2,5778.899,9007.627,6656.189,7007.1665,6097.113,6568.598,8497.809,6623.169,4215.443,5448.945,6041.791,85458.79,7557.6274,95959.85,4959.052,5428.3945,4952.9185,7555.991,4867.6274,9276.962,7670.815,5155.31,
825,810.3178534689335,0.7595083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13443.239,7894.5894,0,0,0,0,0,0,0,0,0,9220.5205,0,17173.998,0,0,1111.4226,0,0,0,0,0,0,0,1058.0829,0,
827,367.14968121203185,0.74134964,0,17751.094,16299.313,10390.868,20011.717,19587.9,16177.033,19695.666,14441.773,22130.346,19887.654,27738.34,18424.45,18173.2,18692.424,13964.052,20249.156,20064.332,15242.645,17865.902,21995.164,17646.201,20481.133,21663.758,19669.027,22047.033,16420.398,20704.129,30053.707,20950.33,16081.441,24772.842,19271.102,19121.023,10848.214,21900.963,21044.607,22255.521,26454.174,17056.262,12339.768,26965.041,24681.85,24967.438,17596.494,32091.973,19607.135,27537.25,0,20357.121,0,18530.84,17916.898,13416.009,20064.285,19899.732,19615.816,19844.986,18609.014,
829,305.0865343590572,0.7436304,0,26521.693,22454.295,51658.58,36509.297,15922.749,12826.09,24555.422,16109.17,30555.682,24892.4,15105.162,27056.027,17276.006,27295.072,24936.418,25258.309,14924.656,33488.004,30262.373,24814.865,29895.703,14305.771,37545.86,8872.66,32106.762,29153.852,15027.85,19953.47,12466.721,14716.914,24005.93,39900.375,41040.457,22821.838,5601.3853,18383.334,40511.727,8530.686,28973.654,22630.357,19983.139,17944.986,24712.54,38518.16,25232.219,20909.896,18230.9,0,23183.904,0,26209.812,23371.533,12673.608,22423.445,22521.215,22532.28,24535.16,22082.621,
833,420.2008250982201,0.7092411,0,0,0,0,1042.3389,0,0,0,1233.5566,0,0,1397.0005,0,1465.7347,0,24156.94,0,1445.9293,1143.8651,0,1005.66876,1081.3938,0,1010.27814,0,0,1423.5747,1317.614,1153.0096,1200.7203,0,1073.16,0,656004.94,438408.3,1017.3857,0,0,1148.7621,1186.2347,0,1132.1357,1252.0034,0,849831.2,1678.3629,714866.1,1044.9813,0,74088.4,0,69857.086,82408.89,0,101382.46,88860.62,66700.61,109799.58,66206.18,
838,129.05449959578132,0.74486023,2790.7454,25475.27,22196.666,47147.883,37196.31,13315.311,15705.884,23047.434,17034.107,29778.771,24100.467,19354.967,25009.4,16297.337,26841.494,21729.846,24373.018,13625.969,38026.625,28782.871,26027.51,25725.1,14874.932,33577.93,11851.952,31320.379,24871.62,14073.352,22855.49,15575.728,11662.123,21153.377,37225.56,45880.137,28806.814,15074.898,14417.412,36768.426,16214.696,30722.166,20342.08,19224.262,17475.098,24146.703,42914.56,25776.56,27240.932,16852.703,4004.2947,25342.285,3582.3823,22811.814,23421.518,11195.56,21270.77,21250.166,22943.904,29017.334,21039.312,
876,350.0854228869674,0.774592,0,2921.243,4704.333,1453.2976,1778.344,2752.1877,2815.0105,1856.5563,2455.6594,2140.8704,7758.7314,3141.3716,2442.0974,1734.4803,2889.37,142287.22,1976.1055,3223.7703,2095.2412,90901.39,2059.434,2255.9614,2006.9153,2102.2458,123257.83,2428.6267,3939.3484,2670.001,2998.005,88643.17,2977.01,2504.986,3484.3662,1650.6338,1428.6041,2182.0652,2814.6672,2430.2395,1971.2844,2217.0867,3619.034,2670.9824,110946.2,2551.9375,1792.0526,3746.1138,1615.8445,3775.5771,0,9610.741,0,7534.64,8057.134,1323.5718,10125.036,7638.63,7178.173,8365.08,8369.135,
878,434.2170470027034,0.7158874,1048.0254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35718.33,0,1438.7573,1573.841,0,0,0,0,1086.226,0,0,0,0,0,0,0,0,0,836287.94,1099850.5,0,0,0,0,0,0,1053.1002,0,0,972524.25,0,1472016.0,1051.576,1005.4464,133580.66,0,125178.484,127407.7,0,132518.47,144724.45,141774.64,148579.83,134394.64,
882,539.2412348529117,0.78054994,0,0,13923.762,0,0,0,71155.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35848.195,0,0,0,0,0,0,0,0,1093.8138,0,0,1315.1572,0,0,1383.7097,1097.0371,1111.9044,1815.7076,
886,394.07437426349617,0.76392907,0,1306.3196,1997.4518,15027.342,8510.034,1974.7577,1797.9541,2528.1853,1478.5804,1384.49,5373.691,47153.395,1186.1002,1879.3091,2192.8005,1821.0691,2786.7063,3351.9421,10652.859,1256.7852,2833.5703,4659.412,1271.3457,46732.68,3388.2747,45018.723,1522.5669,2188.478,1296.0166,2522.7607,4359.202,0,1436.8118,5534.4917,3300.0002,3346.2666,1112.2367,2073.9648,1557.5319,2269.0056,1238.2902,1439.8359,3834.0017,81286.516,0,102399.86,3969.5618,2428.0815,0,8535.121,0,8812.218,8571.443,1822.1511,7764.307,8216.743,8110.6567,8781.019,8750.805,
891,281.11277627756334,0.7647666,0,20135.537,14367.18,23348.205,51416.0,37702.73,17037.195,27466.852,35453.277,22966.266,31950.615,33236.363,29477.158,21691.777,39028.258,19317.906,23001.97,32204.805,29860.533,17495.066,29034.031,22746.732,18992.432,49760.0,75365.945,21079.576,27394.186,31150.604,29688.861,28854.643,22666.688,23107.936,16756.516,34853.984,23820.674,37645.02,26924.535,27746.242,48062.418,23834.105,14870.217,45526.465,22060.0,31052.078,34081.098,43481.43,39229.04,31712.963,0,29312.762,0,26216.113,28173.186,19349.422,29609.799,26603.834,29049.127,26963.973,31599.848,
897,224.12799549177984,0.770386,8569.569,6971.6943,2849.0225,3909.2178,7469.2026,4307.125,6912.469,9803.309,4121.833,4141.6436,6290.374,27692.174,6240.608,3965.5232,6969.456,3840.2544,4825.607,3510.4165,4833.426,3923.9417,6158.574,3689.3054,4688.32,7083.382,6067.9834,4133.675,4072.4385,3385.0293,4733.128,66787.68,3583.2053,3622.0657,5275.551,4319.973,4131.8,22676.273,3543.5464,3860.586,5177.57,6605.5356,2716.9587,7491.0073,22592.744,5463.904,4182.2373,8766.211,5725.8804,3453.0015,6315.3335,6907.4854,6709.8926,6585.6987,7203.666,2992.1038,7009.5977,6851.7866,7842.527,6470.466,5699.629,
898,153.06582882216853,0.7693391,0,95947.44,49980.473,47154.715,97219.91,55436.75,46759.38,126623.51,104553.234,151620.97,112625.38,64494.277,130379.21,129028.21,87165.12,79378.03,110732.02,79655.58,45634.21,100185.57,62576.562,81595.22,83838.2,48339.523,144471.05,62353.625,124640.49,48402.184,80514.58,135235.81,52576.53,170066.81,111476.59,54513.26,35992.67,151863.95,136036.33,133473.05,92875.63,89051.71,63709.02,159982.28,154691.62,47492.71,38109.746,65366.555,34584.477,127796.016,0,81855.65,1116.1129,79799.14,80428.76,57460.59,83316.26,82892.46,95348.45,85982.74,84861.15,
904,401.06802012945997,0.769708,0,0,0,0,0,1065.3188,1136.1416,0,1005.41486,0,0,1137.2739,0,0,1362.3223,3947.1836,1013.26666,0,0,0,0,1070.7289,0,1272.5563,0,0,0,1029.4062,0,0,1151.9413,0,0,28317.756,29171.049,1157.9504,0,1090.1136,0,1400.0005,0,0,0,0,25263.125,1028.8617,38338.562,0,0,17643.51,0,18454.375,15417.305,0,17336.578,14540.0,16347.845,17421.553,16374.425,
906,285.1440779635722,0.77449423,0,4812.198,6574.529,8231.561,8297.558,6134.1094,5115.2026,6631.3335,3987.2393,7612.8945,6596.125,11554.892,9366.603,7426.858,6908.07,5046.761,7568.905,5477.3887,7738.5176,7298.422,8668.5625,17789.72,8057.7686,17654.395,3845.998,6290.5684,5356.787,21957.904,12204.444,3387.0146,8537.068,10644.105,8895.278,11124.2,4583.181,4307.4224,5415.1685,11955.407,7510.883,14767.967,8346.268,14030.129,5716.8413,13850.57,7503.5747,10365.019,11332.796,10749.681,0,7462.334,0,6618.7563,7763.581,6452.764,8445.21,7925.555,9428.039,8276.993,7911.7036,
908,383.13296771659344,0.7915321,0,1488.4366,1594.4219,2123.186,1302.533,1434.8169,1344.6011,1524.2982,0,1439.4093,1763.5215,1367.4158,1095.96,1283.7926,1128.752,3658.7153,1125.8892,1095.6299,1613.4974,2520.42,0,1355.5507,1165.3911,1572.7946,1155.2683,1399.0077,1243.585,1353.2472,2035.0485,1439.8593,1365.173,1038.9176,1022.8135,38908.387,41527.547,1878.4406,1133.05,1773.2499,1107.6045,1373.734,0,1653.6993,1802.0034,1965.5293,22333.582,2106.246,31687.963,2832.5789,0,21548.639,0,23424.008,21346.277,1621.8237,21601.611,20012.63,22956.754,22399.33,22113.123,
909,383.09455602096153,0.7675323,0,1180.7861,1720.8029,1426.3885,1396.5312,1546.5212,1335.103,1322.087,1551.5442,1982.0792,1571.3053,2425.3057,3468.4387,1228.364,1523.7513,84467.28,1364.7183,1312.8903,2012.6696,1265.8595,1528.5651,1239.8868,1180.8525,2473.9355,0,1533.3975,1121.2375,1755.9274,2666.828,1633.7991,1061.4246,1393.986,1170.7638,717938.3,972571.4,1162.5546,1271.9058,1573.7892,1758.0924,1437.8888,1439.1216,2234.9944,1308.3156,2036.22,426016.28,1510.214,598179.8,1793.8401,0,421707.38,0,456224.2,415493.16,2226.4473,422656.06,399133.3,427833.2,422455.75,421303.6,
910,410.04834351713214,0.75712645,0,1438.1022,1669.5826,7135.4805,7422.72,2325.8508,1269.5372,1639.3358,1011.71564,1088.609,3307.923,39792.04,1240.3551,1658.527,1345.4517,1617.1458,1517.9637,3233.5537,3771.845,1559.1143,1656.024,3354.6208,1171.815,20213.178,1704.0366,22350.582,1971.4661,1981.7041,1227.0824,2246.9084,2303.5386,1019.3131,1149.5453,5793.2485,2846.4915,1932.448,1393.2821,1934.144,2273.963,1754.5975,1765.4353,1719.8512,2436.52,29021.682,2488.5605,123993.234,6355.6963,2262.1187,0,5930.7314,0,5523.1436,5217.4185,1384.9084,4836.221,5563.746,5434.1855,5121.833,4736.118,
915,526.1917399889214,0.75035155,0,0,0,0,1161.0388,1193.1461,0,0,0,0,1164.6682,0,0,0,0,5212.5703,0,0,0,0,0,0,0,0,1050.1475,0,0,1018.9512,1164.3529,0,0,0,0,107159.78,60124.215,0,0,1210.6569,0,0,0,0,0,0,113749.1,1065.8708,68430.836,1047.0227,0,32517.252,0,31196.332,32781.51,1235.415,31730.166,29411.402,27562.104,34824.83,28197.998,
916,100.0755613324771,0.7738706,2136.3306,79060.4,13072.223,34956.63,13053.12,46261.613,15221.865,78346.24,63720.566,29844.352,46660.2,31105.594,23438.934,63023.504,16216.03,30656.32,22774.666,37113.31,31202.568,48999.84,13499.962,36535.46,61589.78,45521.35,19906.678,33691.176,68551.69,18122.371,42413.777,26544.576,26869.523,28172.549,95908.26,15907.713,13415.354,30966.734,43942.074,24254.35,13619.577,29344.473,20175.459,22306.365,26496.408,45550.695,22573.56,15350.547,14318.236,17177.031,1754.3629,27202.871,2752.8342,28855.924,29490.402,58647.492,28301.781,29529.426,29097.592,27814.459,27578.44,
918,527.1949993771346,0.78612494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806.018,0,0,0,0,0,1018.2032,0,0,0,0,0,1036.5709,1124.2244,0,0,0,0,30608.217,19804.34,1037.8357,0,0,0,0,0,0,0,0,31874.85,0,24907.148,1197.6278,0,11850.92,0,10601.994,11293.336,0,11610.989,12670.037,9395.717,12100.68,10965.819,
921,399.0687914791844,0.7513116,0,1135.3418,1160.2491,0,1358.0815,1116.7279,1125.7401,0,0,1079.4153,1057.4882,1216.162,1452.9755,0,0,29225.68,0,1729.4736,1810.6328,0,1828.3351,1067.3019,0,1430.9221,0,1428.9346,1035.9834,1091.7838,1074.6736,1510.0181,1056.5664,0,1130.2549,276914.0,287371.34,1497.1987,0,1187.3346,1779.2023,1488.8767,1063.0706,1291.0197,1208.3309,1053.568,247685.88,1832.738,389220.38,1382.0879,0,148394.77,0,169039.17,150398.92,1115.3986,152075.72,143818.52,161546.88,155396.22,158310.12,
923,134.09627002944555,0.776826,0,0,47653.85,0,1627.5339,0,85774.09,0,0,0,0,2025.7407,1014.03906,0,1059.6616,0,1387.1315,0,0,0,0,1026.7676,0,1641.962,0,0,0,0,0,0,0,0,0,0,1511.2722,0,0,0,4600.0386,1245.0114,81049.664,0,0,1523.0797,1150.6722,1488.7507,1581.6958,0,0,7336.7637,0,6290.65,9953.671,0,6905.745,8554.219,8678.847,9048.36,8406.663,
928,271.0760611224473,0.7560154,0,1541.7146,2121.1738,1603.4637,1692.9606,1726.4976,1842.0437,1465.2699,1392.3451,1452.0563,3827.3433,1722.4896,1441.9753,1947.9379,1845.8153,36304.78,1677.7936,1317.5626,2268.4253,1464.8127,2098.7126,1239.1478,1293.2037,1371.3699,36757.684,1431.9886,1778.2955,1243.9358,2014.2722,41115.77,1255.198,1615.9692,1590.6998,0,1686.1665,1499.6338,1791.566,1174.953,1519.8883,1396.4404,1329.8408,1459.6437,24850.219,1479.1111,1563.9503,2017.9886,1717.1888,1754.1611,1027.5022,5150.496,0,3918.1375,4890.2485,1353.8837,5392.959,5318.4756,5219.441,3893.7307,4847.253,
931,167.05615228323583,0.7743936,0,14752.787,16922.207,11157.547,30413.791,172078.44,35346.887,94661.43,30755.82,29518.096,78368.164,150538.48,46556.93,36617.6,21722.533,19058.762,124567.48,94268.22,48596.72,3758.0322,18397.441,25082.48,5083.3022,65463.547,1238.118,32521.86,11161.08,138917.38,150450.33,1302.818,16577.703,33626.45,7633.748,17783.762,36489.547,1778.4102,80893.54,63229.85,91694.586,65012.848,42315.15,130693.19,1829.4819,58461.664,21498.658,146437.19,28709.152,134913.72,0,44044.027,0,39487.0,42756.004,21951.719,44003.742,45597.773,48398.81,38721.74,40235.125,
933,274.11806142559163,0.77756935,0,13706.037,3642.2336,5099.9062,6909.0557,9719.51,3609.0444,3887.3064,8772.53,8237.775,5399.213,4659.7188,5260.42,4693.2554,8434.472,5283.458,6744.4683,6817.2964,14864.129,4838.847,11025.783,9439.936,11026.742,25588.643,11449.54,19692.559,12105.439,9593.807,10370.735,7041.4253,3584.6292,3787.0256,10585.557,13025.295,5701.272,10917.452,7826.9517,8605.578,3762.0776,6488.001,5921.5195,11075.9,5362.3354,19105.096,14654.695,6718.19,9667.344,13047.891,0,10497.176,0,7526.222,10336.731,4102.6104,8392.442,10108.944,9167.591,12345.857,10064.536,
934,364.04259170249316,0.7741967,0,22945.98,7918.348,6623.78,19221.584,21742.658,8887.878,5714.5933,16883.74,18146.846,11336.099,24041.512,16030.432,11377.198,22810.818,11044.41,12206.289,26667.514,40396.8,9244.667,32518.494,10907.978,12133.014,39468.047,7333.661,49975.73,18973.52,17998.293,18351.727,14557.64,6692.44,17013.87,19487.3,2428.552,2346.5498,9816.617,18229.596,20260.053,17624.533,12673.245,20914.16,28899.666,10472.835,42825.625,4236.549,28449.998,2371.0593,27174.424,0,11410.938,0,10276.746,10118.701,8378.781,11702.317,11200.461,10838.8,10531.868,10475.927,
937,663.0899131176063,0.78822184,0,0,0,0,1390.3534,0,0,0,0,0,0,0,0,0,0,1282.1542,0,0,0,0,0,0,0,0,0,1052.4084,0,0,0,0,0,0,0,29659.762,33032.42,0,0,0,0,0,0,0,0,0,28387.666,0,27848.404,1017.5917,0,10020.369,0,7999.149,8226.389,0,9049.041,7605.6606,7498.479,10976.173,7877.8755,
944,366.05760801761744,0.78317356,0,2260.0408,3984.4607,1024.0809,0,1917.2916,1310.1256,0,1561.0942,1013.35394,7052.8926,1535.6154,1138.5789,1208.1152,1316.536,111041.82,1405.0793,2277.139,1499.4802,1306.516,1046.0004,1043.8553,1030.8829,1361.4473,56809.17,1914.0786,2322.8547,1306.2916,1366.0905,127188.54,1376.4418,1824.1577,1846.4088,0,1401.1285,1614.0078,1258.3683,1255.7067,1752.6792,1032.1421,1194.3469,1853.8209,81231.12,1406.6127,1349.317,1450.2684,1327.841,1610.1268,0,5971.491,0,6023.777,6594.801,1542.0664,5966.7856,5394.951,6246.009,5783.351,6076.005,
947,574.22270556928,0.7879378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161.946,0,0,0,0,0,0,0,0,69251.68,0,0,0,0,10430.48,0,0,0,1067.3473,1010.8183,0,0,0,0,0,0,0,6176.83,0,0,0,1097.5333,0,0,1504.4619,0,1369.163,1763.7422,0,1791.3314,1768.1991,1710.1407,2283.2583,1771.0424,
951,348.0688474656162,0.7772718,0,36686.098,18515.537,15277.83,23138.83,37177.336,21463.375,17894.39,35141.25,44067.836,25080.99,33613.81,45767.832,24871.904,48005.22,23987.746,28915.986,54134.184,127847.3,31726.947,56604.86,24777.205,26100.846,123358.37,25095.824,129207.73,34817.543,49455.8,51588.477,20419.838,20091.475,42410.527,38837.703,2629.442,3711.1172,25126.156,42912.64,45362.387,16079.983,18631.385,29818.947,51542.027,24782.89,127304.57,2972.4062,23340.729,2169.5254,52591.65,0,21998.332,0,23259.627,21568.537,24525.719,19398.412,21862.422,21675.547,20352.955,21720.227,
955,152.06996989231078,0.7907284,1007.0702,2332.4182,8704.261,2722.065,3617.917,4100.911,2889.2026,2663.6487,3198.4744,3224.263,25616.197,3241.0547,3072.517,2414.2153,2812.1157,268720.47,2166.84,3481.247,3420.2366,2573.6306,3640.295,1887.0938,2288.6953,3330.8137,305052.75,2498.4766,5274.935,2786.8215,3765.9963,263525.1,3906.8164,3412.981,3744.2915,5399.025,3667.348,3828.6453,3708.414,2044.875,4546.88,2569.3108,1947.8776,2322.5186,240397.97,3783.0017,4676.084,2747.164,4494.0674,3247.207,0,31111.625,0,29763.16,28864.434,2323.0999,28007.057,29286.65,29820.895,31401.219,32323.0,
957,328.10196438482257,0.79487824,0,1554.0629,2086.5125,1758.2428,2250.5256,2506.9856,2310.3435,1462.2245,2217.003,2098.9502,6689.7393,2293.531,1607.8964,0,2277.1196,82503.336,1352.3484,3543.7703,1651.442,2599.62,1361.5056,1096.8339,1558.6318,1923.1615,80654.305,1730.4141,3462.3413,1524.8805,2278.4468,88446.96,2209.9224,2784.2986,2707.2852,4718.6196,4404.5176,2270.8816,2192.9648,1961.5559,2627.9324,1829.331,1602.7855,2147.8535,67419.0,2363.0154,4527.339,2345.3513,4664.2812,3135.6096,0,10849.426,0,9075.852,8989.76,1729.8544,8187.873,9412.4375,11704.903,8272.636,9283.644,
963,345.12951478361805,0.7564946,0,1185.2332,2797.2288,1267.9095,1631.7219,1410.552,1293.2322,1096.2267,0,1439.533,5557.5767,1573.02,1168.0255,0,1813.4598,65601.54,1293.737,1665.5156,1912.6542,1014.0577,1390.0045,1479.2773,1494.9761,1674.797,59620.113,1311.5748,1499.4939,1365.9908,1644.6716,74532.086,1169.9646,1315.3787,1170.2562,1154.571,1852.9828,1857.0004,1313.7253,1343.61,1844.6978,1699.9269,0,1349.3671,49639.42,1773.2251,2141.1335,2018.1428,1826.7352,1549.2958,0,7255.9897,0,5925.203,6813.8813,0,8078.014,7503.0586,9513.875,6955.717,7182.371,
965,413.14113260713606,0.7823334,0,19651.812,15156.722,19516.736,23001.55,20028.037,18887.35,24232.785,25267.389,25743.908,24454.74,27332.78,19783.86,22357.08,25627.213,15008.692,26150.414,16094.301,18343.602,21180.36,26123.674,24049.225,23543.842,25364.9,26158.184,21739.828,21635.107,22679.82,32059.076,29077.281,19851.62,20887.58,21695.797,20094.357,14187.918,30731.469,20701.518,15699.743,33308.61,25960.86,17695.738,25427.117,23800.352,33775.996,25251.867,37636.332,16916.104,28302.49,0,29663.58,0,23937.828,25967.484,16209.689,27317.86,21396.748,25864.066,35753.58,22256.652,
975,340.13455083557056,0.77184206,0,0,0,0,0,1468.7852,0,2430.1582,1011.24567,0,1875.0143,1403.7808,1223.986,0,0,1011.0836,0,1057.9672,1208.2101,123037.68,1040.5479,0,0,1480.1666,0,1814.2427,1206.369,0,1262.8209,0,1046.7776,0,0,1140.009,1624.5289,1409.6548,1066.9833,1039.3743,1448.3846,1000.75616,0,0,1309.232,1139.9547,1575.2866,1811.0061,1184.2778,1137.6288,0,3035.845,0,2734.9727,3301.7222,1273.566,3523.7212,3108.821,2413.7341,3124.0664,2982.0007,
979,290.15953540947646,0.7833833,1242.0326,16718.014,11809.281,12374.836,27521.227,19003.758,10339.264,23419.443,15021.224,36174.88,28950.164,37727.902,29059.92,12978.774,17157.086,24771.545,24071.254,19407.318,34875.21,13145.209,13723.939,21342.602,18182.053,39344.22,39207.1,38118.04,14401.282,32254.236,174367.88,45023.75,13797.343,18367.012,18092.568,51151.695,40635.137,36666.84,18277.504,24612.967,24043.057,22096.031,12613.298,27931.375,49691.445,40616.1,89364.01,26858.584,59395.88,31910.05,1126.7362,27941.832,1373.7092,28776.1,24587.895,11107.354,27354.893,30421.764,31243.615,29657.658,26844.137,
980,218.04263060305598,0.7850128,0,17259.209,31604.197,38760.152,11233.553,5174.1895,11860.605,11575.367,6948.0303,8193.242,17710.129,16569.21,9220.826,13701.222,17764.08,10820.23,8925.301,7819.1587,73651.53,9651.957,20981.521,33214.555,18761.135,66038.836,7437.672,80245.73,22593.176,10387.618,7040.571,9592.895,32371.545,9644.329,21820.451,1714.9208,1641.9987,9911.314,5499.1333,11917.949,8996.421,17440.166,9551.861,9325.287,12006.265,66832.03,2450.286,29007.27,2070.597,12907.773,0,11044.513,0,12587.141,10247.631,37261.387,12276.272,10347.365,11989.617,11339.683,10946.147,
986,532.1906224371556,0.7921708,0,0,0,0,1512.6282,1043.1454,0,0,0,1363.3611,3614.1653,1235.0317,1099.45,1207.2346,1148.2388,42161.73,0,1143.4795,0,0,1144.039,1082.1123,1088.8645,1249.9513,15634.007,1314.7373,1544.8118,0,1318.2817,13333.001,1379.1746,1062.7578,1705.5642,1798.0432,1011.6004,0,1100.4795,0,1432.8876,1350.1442,0,0,17122.674,1012.51587,1282.5563,0,1074.5319,1872.1953,0,4071.717,0,4007.989,3520.4844,1177.0741,4635.4893,4299.6787,3864.02,4214.4287,3891.1177,
991,312.12994571556834,0.7862032,0,35308.64,22720.676,29093.492,32710.967,38426.49,28747.34,37593.77,30281.57,29956.83,37867.164,56355.066,35732.28,37871.918,40136.848,29756.607,37035.805,37679.887,26640.648,37836.12,33899.63,37369.445,33979.47,40135.094,27057.213,40916.45,31880.229,34943.33,49530.605,38064.44,33472.883,39917.586,30355.906,27307.57,23719.836,5072.5376,39336.867,38678.746,46504.59,37745.125,24113.764,41595.58,33979.32,51231.367,35666.504,51876.133,29554.254,38918.977,0,40265.766,0,44600.207,38019.75,30815.816,38098.887,38727.7,41119.125,38492.477,41142.02,
996,373.1124516927733,0.77346295,0,1341.4182,1543.9199,1282.7582,1838.3319,1725.8365,1431.3976,1213.7424,1548.4706,1807.3473,1597.2327,1855.6697,0,0,1015.0202,1825.8356,1242.2585,1652.4445,1359.0287,1096.9727,1572.3184,1134.6837,1166.615,1323.7925,1077.3281,1140.8013,1447.484,1610.6165,1500.1666,0,0,1686.1027,1140.4387,27335.137,20635.133,1532.8931,1185.8907,1207.9282,1410.3427,1689.6155,2000.7126,1232.4609,1153.502,1575.8615,22549.992,1946.8352,27693.75,1895.0,0,4980.408,0,4537.1367,4128.1313,1591.1622,5259.1035,5046.214,4640.9834,4539.86,4387.265,
1000,276.18017737864113,0.78194004,1487.9335,13718.603,4834.1343,12079.48,19041.291,8887.6455,8598.893,18855.37,6613.115,17376.19,22547.148,16753.164,17294.596,22779.854,18917.639,12756.401,17923.365,6255.9766,10896.277,17421.695,19108.78,48857.72,25043.898,12041.82,11926.244,11171.607,16406.135,0,31775.89,17493.285,19784.758,20131.385,18424.596,5542.405,2613.7256,22951.734,6390.607,0,13335.483,23629.344,15660.179,31349.17,20381.824,12767.874,13726.185,16135.194,5808.972,0,1860.8351,14170.792,1500.6945,14745.489,15011.889,9129.808,12853.698,12982.69,14840.103,16499.004,14357.403,
1004,576.1818976613688,0.78798,0,0,0,3463.347,3583.4229,0,0,0,0,0,2315.375,11995.767,0,0,0,0,1047.7748,0,0,0,0,2782.489,0,3705.6035,0,2004.313,0,0,0,1110.9423,2507.0156,0,0,1575.4327,1076.885,0,0,0,1059.6884,0,0,0,0,3299.487,1014.5924,27397.615,1109.9005,1297.4401,0,2193.3794,0,1997.4418,1909.6449,0,2775.8955,1482.3054,2328.3337,2850.5557,1628.3129,
