row ID,row m/z,row retention time,6110_U2_C18POS_34.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6110_U4_C18POS_start-10.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6111_U2_C18POS_35.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6106_U4_C18POS_36.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,PB2tryagain_C18POS_5.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC7_C18POS_25.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height,
2065,296.14914782119274,2.896189,5490.031,11752.748,42070.79,27830.238,38431.02,86518.01,14788.788,12449.85,11310.455,22387.807,33117.516,7714.91,17504.006,25892.871,14938.877,7156.1353,17617.328,41017.527,25590.795,13338.71,8523.313,58937.496,30110.818,26356.52,13123.478,13032.774,23998.04,18045.92,24105.232,26171.469,33629.496,22795.947,22621.893,27721.26,21305.785,26968.672,9743.051,15655.056,18834.742,15157.518,18841.062,19446.912,15944.522,20954.697,24669.672,27486.232,48187.008,56322.676,0,0,0,22744.178,18776.838,20119.53,20079.26,23015.053,26141.918,18865.146,18828.541,
2076,304.1751741802675,2.9069312,7191.577,12726.373,21997.092,14747.836,14959.761,21578.123,18094.754,17932.99,15096.909,25297.973,12612.175,12825.586,14216.627,13516.633,15052.52,9024.333,25326.477,17416.707,10766.352,13105.065,17952.326,25877.607,16588.86,26669.207,15146.8125,25232.57,18479.396,15942.956,19567.434,32972.582,31697.225,34175.855,28667.016,15096.288,24249.25,28596.086,17581.67,12368.7295,20416.436,22995.215,20861.986,31407.22,20633.865,30374.078,21721.406,20478.021,37751.47,18934.477,2379.1287,2403.806,2302.959,18089.812,16540.691,15685.414,18414.76,20785.941,18462.484,17908.258,16879.912,
2091,505.23570834447173,2.9184833,35503.78,0,0,0,0,0,0,0,0,0,0,68262.38,0,0,0,61371.684,2818.4917,0,0,0,0,0,0,0,0,2560.4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234.5735,0,0,0,0,0,0,0,6050.272,4954.0684,4042.6606,3923.4177,4392.858,5399.375,4818.707,4658.7095,
2094,519.2512370069784,2.9111347,55079.688,0,0,0,0,0,0,0,0,0,0,142289.67,0,0,0,208029.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074.812,0,0,0,0,0,0,0,11578.011,13933.26,13120.322,13141.908,14057.227,15490.974,12919.82,12926.12,
2095,196.06046425856266,2.9206035,32256.354,30280.799,139708.97,17720.055,31791.025,82471.305,17290.25,43100.85,67862.84,62239.46,14512.094,30962.12,64523.63,21697.049,88051.625,17644.742,25056.504,13614.917,10968.92,25013.373,72338.84,89849.9,16652.51,20990.145,42468.01,22703.752,19321.066,27398.006,34265.73,30155.047,35110.895,48009.65,49875.734,95800.69,33349.715,54724.273,59805.004,33990.36,26827.254,110304.65,51442.94,46869.81,121039.56,41588.637,49615.156,14864.333,27451.21,228214.67,0,0,0,48845.062,50069.312,50325.703,47148.31,54340.324,51565.336,47837.64,47145.027,
2106,446.2277894145827,2.9308443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19184.438,0,0,0,0,0,0,0,0,11394.012,0,0,0,0,0,22943.31,0,0,0,0,0,0,0,0,0,0,0,13064.896,0,0,0,0,0,0,0,2017.59,3012.1582,2556.0703,2162.1594,2178.4863,2115.722,2418.9695,2183.8772,
2107,469.2076399044035,2.9294357,3591.4883,21824.146,25261.012,16844.754,12753.823,25174.684,7693.8687,25430.78,11004.542,18754.225,17572.902,5744.084,23375.922,13003.135,23130.32,6996.2812,7651.8423,18875.234,19739.385,14782.987,23662.156,25324.646,24773.473,22623.771,24355.61,5531.049,21697.45,13093.81,17502.355,11323.364,13308.909,9618.984,7918.757,12029.857,10793.557,5472.859,10846.565,14420.635,5391.4,26388.076,38393.16,9318.703,10457.618,7837.6953,10926.77,24415.123,17472.023,24282.414,0,0,0,17569.014,16489.006,17665.398,17325.79,18275.416,20258.88,16737.137,17374.334,
2108,188.07063249419247,2.9310231,39686.77,49635.438,90642.805,83999.32,78447.25,89537.875,47810.254,63925.207,14202.032,88462.766,54861.207,41730.88,162615.62,82358.63,157344.75,30848.658,24565.486,64867.94,77460.99,59975.613,64388.9,110956.45,77928.22,48774.105,62934.863,26889.154,68130.41,71565.36,62895.684,23782.26,46381.848,34576.77,26538.906,21727.46,25042.61,24105.756,16445.822,67236.02,28462.951,197995.47,174412.3,26318.125,22851.691,26911.785,37169.355,49249.08,56433.12,116565.9,0,0,0,61299.477,54771.316,59947.203,61596.145,67802.43,66913.9,56196.37,56340.36,
2111,205.09715692940196,2.9314196,52833.89,70185.52,138747.98,124021.27,104676.4,123458.414,64553.79,94572.07,19580.598,134394.19,81853.6,51211.227,211699.48,103326.33,216335.77,45899.72,29884.154,92446.15,104854.95,83350.71,85109.234,150460.2,95520.24,69888.49,89799.72,34612.08,85690.49,103110.46,84092.76,31783.29,64445.46,44919.805,35283.9,25593.09,32630.188,41251.84,26054.998,83029.305,50049.51,267489.88,230405.16,35265.23,31165.967,38022.684,62253.69,69874.305,96809.16,147594.19,0,0,0,86020.51,86808.32,77189.125,82241.09,93181.586,85305.6,72329.64,83847.086,
2113,565.2021805686537,2.9330223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22669.709,0,0,25066.375,0,0,0,0,0,34881.04,0,36752.305,0,0,0,0,9516.869,9782.672,9127.794,6994.7373,8450.41,10382.598,8853.058,8534.217,
2117,579.217372019808,2.9347112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.2917,0,0,0,0,2280.9778,0,0,0,0,0,0,0,54666.7,0,0,45734.97,0,0,0,0,0,77320.03,0,91118.59,1320.4445,0,0,0,17617.742,18453.664,13129.406,13856.307,16852.326,16143.111,15238.039,14491.708,
2119,434.1564433862729,2.9511065,0,0,1176.6865,0,0,0,0,0,0,0,0,0,0,0,0,0,56390.086,0,0,1320.7786,0,0,0,0,0,108680.77,0,0,0,0,0,168122.03,0,1289.1467,0,2123.803,0,0,1503.4774,0,0,0,0,135341.73,2042.3025,0,745.3164,771.03973,0,0,0,15780.477,14587.247,13635.628,15634.002,17877.16,16604.832,12797.364,15113.012,
2143,287.1002119987788,2.8961885,54620.375,89949.164,63004.496,75309.875,65652.38,53532.707,70669.21,88888.766,129666.734,61591.902,99861.86,35721.832,73861.016,52643.84,76287.41,45383.805,76741.01,82982.97,55572.53,79451.45,90107.055,76908.09,96228.68,104359.836,89545.92,78635.23,87965.62,68838.15,61065.156,80345.93,56085.91,71628.23,77701.33,100400.42,101123.2,24323.178,98503.805,54245.777,21400.006,77517.93,82010.055,82223.33,79869.555,65213.906,22748.168,101049.08,29023.895,46769.285,0,0,0,54189.133,49324.918,48499.91,50065.61,68927.63,65397.65,52819.836,47742.074,
2152,183.0651266864158,2.9894319,2378.138,2570.8418,2234.344,2233.2725,4544.6377,3591.288,5850.0625,2244.6633,5023.4653,4926.6606,2699.6448,3431.9312,2995.503,2673.8923,4723.979,5626.085,2826.1082,2871.3877,2546.7422,3984.128,2492.524,5935.3384,2941.1663,3110.7017,2935.693,3835.3984,2679.8635,7050.7695,10422.191,3264.3684,8505.155,4558.857,2275.9568,4606.284,2330.4854,389904.53,2150.3992,13167.616,315718.44,2565.2405,6904.831,2538.7893,2803.5886,2580.0696,353602.0,2788.6184,290373.03,4193.7397,0,1230.6177,0,79923.59,82635.11,75910.66,78193.71,79000.43,76705.22,68479.37,65207.887,
2153,229.0706137437716,2.982654,0,0,640.5823,665.602,0,608.087,0,0,0,731.59186,0,0,758.05927,0,883.6953,857.48486,0,0,763.8859,713.5047,0,741.7918,914.6685,1264.0665,0,0,0,10385.911,0,729.3071,886.3669,2232.4321,669.48456,0,807.19525,407699.66,0,0,354545.75,0,0,0,0,1711.2225,400276.53,900.13226,344558.38,0,0,0,0,92302.36,101787.26,92362.27,93206.46,105535.04,107404.99,94908.85,86721.92,
2158,139.03886248195008,2.9958608,1603.4504,1339.8706,5631.0166,1690.9979,1699.4215,1646.3392,1391.5326,942.8546,3259.7896,1795.927,1365.5282,1449.0885,2255.524,0,3071.5457,1260.7228,1331.6279,1992.5902,1557.0817,1493.2224,0,1457.0728,1634.0623,1276.017,0,1051.9882,867.3666,3077.0278,1348.5059,2101.036,1837.6316,755.805,1342.8944,6486.375,1200.9032,95348.49,4462.2305,1604.4349,83658.04,1725.2874,2009.3591,1385.5227,5355.64,1736.2653,88728.695,1404.5028,69467.14,9436.436,0,0,0,22642.715,22274.207,16760.592,22748.78,23733.225,24807.127,21956.123,17698.97,
2168,605.3265283743366,2.9977016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16813.1,0,0,0,0,0,0,0,0,29617.42,0,0,0,0,0,0,0,0,0,2503.083,1682.7819,1856.7164,3127.2148,1840.9769,2278.0947,2673.753,2471.8875,
2171,413.14125593731524,2.9877868,17387.562,29613.92,43667.848,26882.482,28437.006,29636.432,27234.797,28348.725,21040.064,33239.13,27552.479,29118.586,26856.559,30182.566,19854.355,21863.475,34512.965,30153.975,31260.195,29996.74,26726.357,46393.004,35119.58,34531.355,25775.0,30891.57,34765.74,26213.246,41643.496,32262.52,29515.516,39711.586,32426.541,29925.355,27637.695,31239.148,31534.947,32542.998,25663.504,26060.113,25521.9,37339.01,39879.69,36689.043,35612.203,30122.36,30705.697,41431.35,0,0,0,39846.04,35724.336,33299.38,36151.64,38899.953,40860.63,34736.418,32574.326,
2179,189.07542316826923,2.9853063,19320.838,10325.606,27128.05,23678.232,18702.059,46434.617,16926.408,14633.65,16830.273,34928.17,14517.046,36037.223,28531.055,31738.354,25515.303,30581.727,17141.807,27195.562,33129.703,20609.494,13469.541,38886.395,42443.613,18863.445,20381.174,12914.275,18536.068,18691.697,53800.75,46973.062,50690.902,27773.074,58972.812,21330.803,32424.424,7303.001,27959.438,20062.797,4970.3438,34866.348,31992.24,47194.44,28153.752,31988.217,8019.0835,18706.707,17711.166,39482.64,1171.1885,807.2308,0,22955.342,21389.246,25071.184,23366.36,26753.33,27297.31,22858.605,20637.086,
2181,391.1230986194463,2.9948938,0,0,0,0,0,0,1042.8121,0,0,1016.12537,0,0,773.2724,0,0,0,0,0,1135.881,1136.1786,0,708.4803,1595.7878,0,1071.7793,0,0,3398.3945,0,0,838.88257,0,0,0,0,69141.75,0,0,46474.742,0,0,0,0,0,70950.79,0,50312.973,0,0,0,0,13167.847,11072.3,12650.151,11652.705,13484.438,12469.242,11279.326,10980.721,
2183,805.1483984831076,3.0008395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16082.399,0,0,12894.753,0,0,0,0,0,18376.744,0,8528.969,0,0,0,0,1686.5111,1870.1133,1656.0026,0,1535.521,1601.5468,1725.9961,1424.6566,
2185,810.31717460637,3.0071194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48430.168,0,0,34126.04,0,0,0,0,0,52571.15,0,41139.637,0,0,0,0,4006.0632,2881.2732,3448.0,3290.9167,3141.4644,4965.1855,2318.5022,2871.5996,
2187,586.2129219846942,3.002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26114.404,0,0,17497.479,0,0,0,0,0,35129.2,0,17289.203,0,0,0,0,1878.4198,2116.8801,2410.6807,1642.6641,1659.3745,1781.274,1915.0345,1813.7466,
2188,212.09185094821845,3.0291662,1160.282,569.0,1838.0756,1213.3878,1108.4503,2301.2966,1397.4324,0,1700.4324,1908.7289,778.12286,1439.8707,1329.9976,996.2351,1103.8628,828.39185,2071.244,1227.0658,895.89056,1985.129,0,1752.7245,1204.2454,983.58453,710.3204,924.8268,2107.194,3988.9675,1312.4207,1739.531,1866.0536,2108.5864,1397.5212,783.39276,1307.0919,133413.86,1066.1898,1313.6106,107827.51,821.46246,951.5694,1806.6102,1265.5328,1752.6486,184524.06,1537.6014,104802.54,1857.9688,0,0,0,18404.611,20003.637,20822.256,17977.041,24131.22,19104.158,19310.387,16462.432,
2192,111.0440424154629,2.9980156,4426.211,4325.7466,7603.0444,8855.165,8553.667,9654.243,4782.287,4254.934,5007.49,9037.358,4187.691,9867.914,5271.385,9472.956,4542.5054,5939.3516,5469.224,7966.651,7993.582,5285.317,3312.2432,9447.22,10179.744,3967.9539,5367.1846,4257.2417,4693.0186,6908.474,14158.236,13959.311,12708.0,6768.031,14788.89,6554.2573,7132.3257,92661.34,7945.8267,7736.7876,84027.01,9584.566,7581.0728,13030.147,9347.815,8601.46,94805.03,6459.074,77754.305,9354.48,1962.9314,2041.4326,1991.7808,28220.316,24568.516,28122.982,23616.564,30814.145,31918.453,24341.33,27820.04,
2196,420.24283612641204,3.0146775,0,0,0,0,0,0,0,0,0,0,0,1660.0491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742.5103,0,0,0,0,0,0,0,32489.389,0,0,84087.61,0,0,0,0,0,39276.324,0,41106.92,0,0,0,0,15731.746,15177.1875,14703.064,15443.996,18132.621,20775.955,15531.46,14245.882,
2202,420.2026697789343,3.0277493,0,752.4539,0,0,0,652.4304,0,0,1670.1766,0,0,0,0,0,0,696.915,0,0,0,0,0,574.48663,0,3131.1619,0,0,0,100265.16,1260.0775,0,0,929.22815,0,0,0,3476676.2,0,0,2387958.8,0,0,0,1136.2401,734.58026,2903297.8,0,3675025.2,932.88226,0,0,0,315464.7,303907.78,295230.16,292516.94,369891.75,384665.7,293191.03,284516.6,
2207,684.3120950471998,3.0165617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22396.203,0,0,0,0,0,0,0,117644.984,0,0,79152.69,0,0,0,0,0,122241.5,0,182586.1,0,0,0,0,46459.406,50549.91,46357.574,43767.09,62667.83,62825.703,49132.367,49348.293,
2212,723.3226551382728,3.0186987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134.1826,0,0,0,0,0,0,0,12889.392,0,0,12118.044,0,0,0,0,0,12874.95,0,17179.559,0,0,0,0,14570.553,12802.205,14179.758,14561.769,16986.768,18216.406,14361.043,13124.924,
2213,151.0389729545323,3.0182533,7091.64,3829.5542,33797.07,20764.996,28796.615,137974.84,23580.928,3599.9727,10929.218,22755.293,25537.863,23502.623,14454.454,8166.4556,13746.016,10884.745,45558.465,18334.422,7742.79,34131.56,7776.163,42725.01,13458.445,16756.633,2892.1638,26964.904,20094.799,5721.4155,21620.502,17651.256,29831.738,42616.977,15556.895,23962.566,17388.34,10297.45,7436.723,29956.508,19345.717,6029.562,13298.455,10155.763,21275.379,22844.557,5625.933,61957.324,12637.733,34016.68,0,0,0,19342.965,19927.467,16080.373,18066.662,19988.307,19695.533,20134.084,17740.658,
2215,794.3221324376931,3.0177724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96987.375,0,0,60735.438,0,0,0,0,0,86985.555,0,67135.67,0,0,0,0,5112.095,6921.2173,6092.2183,5351.152,5647.3364,6793.267,4989.539,5156.2886,
2216,780.306490896868,3.0173101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61252.28,0,0,44747.34,0,0,0,0,0,56048.434,0,33869.754,0,0,0,0,2955.8645,3366.8171,3487.0537,2946.4478,2793.8657,4108.726,2796.3494,2558.5652,
2219,226.0709922077088,3.0186503,5185.8145,3026.9033,22565.084,12281.008,18301.475,79284.555,13579.113,3738.0579,6260.135,13812.481,16154.222,13429.027,10680.879,6318.175,11182.806,7291.074,27831.172,11768.639,3845.4072,16762.328,4687.77,23239.348,8189.5635,9735.868,2256.8225,16548.146,13645.793,3195.3413,13653.409,12000.719,17745.865,24054.07,8793.304,14142.613,11528.495,6044.0522,4797.2046,18237.68,11948.451,4281.641,9579.449,7740.9805,14490.94,12401.339,4287.9023,33644.523,8154.43,27253.379,0,0,0,12343.876,12134.982,10653.189,11749.225,13882.0205,12385.89,11658.405,11665.804,
2224,383.09437044554846,2.984058,1230.6082,1362.0682,3148.6592,1297.6282,0,2369.0005,925.6414,1478.8885,0,2820.5103,1613.5237,0,0,0,1214.4121,0,1028.641,1622.924,0,0,965.81476,2740.9775,1176.001,1669.0073,0,2245.4194,1566.3438,24487.96,0,0,961.8578,2638.6162,1289.7324,616.8929,1357.9089,102136.914,0,609.5806,120846.484,0,0,0,0,2101.2544,106251.43,1772.7626,90264.4,2827.5742,0,0,0,86728.24,85074.555,83030.3,90354.82,97836.664,103296.164,83127.64,78243.26,
2225,325.0914934553844,3.0258873,0,0,0,0,0,0,0,0,756.55396,0,0,0,0,0,0,0,0,0,0,0,0,0,1310.4636,0,0,0,0,2645.3464,2023.0029,0,0,0,0,0,0,38825.164,0,0,33994.14,0,0,0,2162.504,0,40365.117,0,35719.56,1346.4823,0,0,0,13312.433,11811.164,12065.529,12911.708,12609.998,12581.56,11783.12,12102.728,
2226,415.0331095836277,3.0080624,1127.9786,763.6214,877.2595,0,0,0,0,0,0,1515.2313,0,1006.40826,0,0,0,1251.5399,0,973.1317,0,0,754.2292,701.3559,933.8742,0,0,0,977.5823,3433.2563,0,0,587.8889,0,0,1080.664,715.6371,30753.639,0,0,31703.217,0,0,1357.496,0,0,26380.38,0,26716.201,0,0,0,0,16879.877,16885.273,17918.639,15773.172,16429.63,17531.582,15041.06,16345.042,
2227,343.10132952650537,2.99887,1779.0685,621.0,2041.4274,642.9978,649.1111,1805.8231,1490.7045,775.10236,1353.2,2152.531,1542.1412,2224.2861,0,1258.9244,1998.3867,0,1442.5823,1050.5758,1183.8263,0,831.68176,906.61993,990.07733,2210.0703,1285.5879,1626.7961,1285.8695,4118.5327,2040.3206,1464.6947,1412.4387,2969.1309,2473.8384,1682.8363,0,81982.125,0,1127.8892,84757.805,1571.1832,0,1852.4696,2124.0603,2512.8762,93613.02,1442.2404,84477.75,1210.6514,0,0,0,30398.564,28550.414,29603.719,30399.697,26498.387,30172.922,27969.633,29430.252,
2228,185.08086414079452,3.0622528,3871.9941,2644.918,3693.4446,3427.5522,3438.7825,3504.514,4459.1587,4152.107,3010.002,2777.691,2632.5977,3555.4646,3869.808,3555.3135,3290.5862,3379.3074,2481.236,3194.043,3378.3064,3348.8445,3895.0273,4088.9167,4380.862,3181.3713,3189.1191,2801.936,2807.818,23707.785,5983.707,3847.0693,3297.3848,2778.687,4066.4377,2623.0269,2609.0989,454606.38,2998.669,3094.482,452568.44,3401.532,3608.5713,2907.2466,3294.2332,2987.1748,508945.72,3115.3225,448683.0,2852.3076,2705.2559,3268.4329,2080.689,169061.78,150744.75,158433.4,161903.08,158584.22,163960.1,156471.88,154317.11,
2232,119.04912781585655,3.0155897,0,0,2464.0012,0,0,1323.7203,0,0,1954.4001,0,0,0,1669.0618,0,1499.5538,0,0,0,0,0,1275.0911,1594.4408,0,0,0,1403.795,0,3775.8828,0,0,0,0,0,1597.8527,0,78795.484,0,0,78596.29,1515.8074,1517.2112,0,1995.6123,0,80858.64,0,64088.758,1637.8794,0,0,0,20382.232,20729.445,19725.31,21154.389,21673.852,21472.559,19213.213,18543.096,
2237,137.05972634553956,3.0644727,4508.342,3670.7812,4399.0366,4235.8853,4478.505,3609.809,4334.579,3228.6123,4200.972,5252.803,2937.7295,4366.5894,5329.1304,3573.0571,4806.706,4309.424,4405.841,3679.7336,3863.7769,6059.266,3553.1963,5675.203,4584.587,3623.3364,3380.4136,3410.2993,3953.6003,13595.13,6366.593,4159.0225,4157.8926,4967.5337,3352.9448,4896.4614,3905.6184,294220.72,5557.807,3462.1052,284028.03,5340.8105,4807.1436,4346.9697,6317.4883,4920.8164,302402.3,4086.6436,258104.72,8096.33,0,1235.5768,1360.9156,86950.75,86883.87,92817.74,82088.34,94715.555,96637.69,83549.56,81956.12,
2240,759.1638421063049,3.0069919,0,688.0947,0,0,0,0,0,754.37286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350.0703,626.2819,50056.918,0,0,60649.566,0,0,0,0,0,48166.535,0,41995.137,0,0,0,0,15335.58,13788.24,12607.386,13345.045,14310.734,16358.035,12669.01,12644.473,
2242,775.1372786719486,3.0205517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39788.23,0,0,49930.547,0,0,0,0,0,45379.78,0,36676.977,0,0,0,0,10970.0205,10165.344,9167.367,9319.138,9996.006,12801.815,9093.007,9657.802,
2244,361.1122271284621,3.0306115,0,0,794.26843,0,0,1070.0817,0,0,0,0,0,0,0,0,586.0726,0,0,0,0,0,0,0,0,0,0,0,0,5383.979,1291.1063,0,539.0,0,0,702.5983,0,81536.17,0,0,81132.945,0,0,0,0,0,87701.31,0,85949.84,1325.4921,0,0,0,32426.125,28035.707,30581.2,28003.441,27608.068,32951.83,32695.438,31564.842,
2257,607.1287112869895,3.038769,0,0,0,0,0,32669.44,7155.4233,0,0,5744.048,5391.813,0,0,0,0,8249.556,2701.0,6276.08,0,0,3186.7834,1881.5023,0,0,0,0,0,0,0,0,0,0,0,0,5177.0,5752.0903,6284.373,0,0,0,4996.1597,0,0,0,0,0,0,0,0,0,0,2515.3057,2671.4045,3201.1536,2783.9104,3268.3608,3087.3494,2975.3289,2207.0,
2262,1041.4241512344267,3.03815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5512.5967,0,0,3369.2803,0,0,0,0,0,5546.0366,0,18041.06,0,0,0,0,1741.5358,1790.8405,1713.9886,1350.0914,1602.376,1863.2921,1471.9274,1900.9031,
2263,773.1793229864109,2.9994519,0,1100.3472,0,0,0,0,0,523.06616,1009.32117,0,0,0,0,0,0,0,1364.6361,0,0,0,0,0,0,0,676.2722,0,0,0,0,0,0,720.625,0,974.45715,0,32539.76,754.1353,0,29234.846,0,0,0,0,0,26064.094,871.8179,28762.242,0,0,0,0,4977.0835,6161.1167,5204.4067,5043.159,6641.9116,5133.653,4728.0244,5918.759,
2268,435.26233429250254,3.0605152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751.3086,0,0,0,0,0,0,0,55861.1,0,0,52809.664,0,0,1592.0627,0,0,57725.9,0,64628.043,0,0,0,0,7781.813,7512.7734,7548.7554,7051.195,9633.099,10261.924,7079.1196,7299.5703,
2273,434.2179414746016,3.0584917,0,0,0,0,0,0,667.6925,0,5100.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6344.484,0,0,0,235869.86,1612.4565,0,0,0,0,0,0,4290869.0,0,0,4049504.5,0,0,0,1537.8892,0,4318646.5,0,4983475.5,0,0,0,0,583971.3,576145.75,561853.94,593463.4,724851.75,733958.8,578263.6,556934.5,
2274,1055.440762967212,3.0580597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116275.836,0,0,60946.31,0,0,0,0,0,157402.72,0,102187.27,0,0,0,0,19791.3,17453.209,15740.706,16224.605,22277.39,20409.666,16652.416,17500.14,
2278,551.2955580480352,3.0584538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741.5774,0,0,0,0,0,0,0,22789.031,0,0,29367.686,0,0,0,0,0,18197.814,0,30423.03,0,0,0,0,5425.7104,6870.1934,4938.8716,6900.61,6200.3545,8122.2925,5743.1187,5084.811,
2279,434.25965150406574,3.0616953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11156.223,0,0,0,1238.0596,0,0,0,110743.586,0,0,98782.31,0,0,537.3706,0,0,116359.945,0,99469.47,0,0,0,0,33691.938,30081.283,30321.203,32796.207,37988.777,39500.94,31261.227,29403.67,
2283,487.2083967384359,3.069407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161.7024,0,0,0,0,0,0,0,0,1466.628,0,0,0,0,0,2013.1504,20170.658,0,4336.491,0,0,0,0,0,0,22756.13,0,1674.3922,0,0,0,0,0,0,0,1713.2675,1395.8573,1426.7284,2282.3792,1806.6667,1986.0,1943.343,1801.9414,
2288,1071.4363235990102,3.0585234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45838.28,0,0,40878.945,0,0,0,0,0,41317.023,0,33884.164,0,0,0,0,1879.013,1816.0092,2178.9893,2436.6296,3183.3948,1957.7129,1477.6019,1507.7639,
2291,911.3978271642641,3.0650098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25734.297,0,0,8057.263,0,0,0,0,0,33763.066,0,15251.966,0,0,0,0,1915.2417,1565.2246,1745.6577,1511.7887,2454.149,2342.4482,1672.4629,1742.2625,
