row ID,row m/z,row retention time,6110_U2_C18POS_34.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6110_U4_C18POS_start-10.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6111_U2_C18POS_35.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6106_U4_C18POS_36.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,PB2tryagain_C18POS_5.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC7_C18POS_25.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height
1764,326.145685,2.4058597,14840.274,14280.083,28846.33,20920.625,22690.414,19659.518,16682.484,15272.88,13782.585,22285.871,20216.5,12199.233,15636.127,22689.053,14222.121,12803.3545,17846.375,18237.252,20142.066,15809.354,19670.658,33800.15,19110.193,19617.309,16984.023,16056.267,19475.65,22560.445,22833.244,20655.098,19678.297,18836.654,18715.484,14220.633,17311.834,19558.473,12530.01,20658.578,14783.174,21631.71,16981.035,20279.732,20098.236,17204.13,18147.926,18712.41,22118.684,26840.629,0,0,0,22481.564,18608.963,17708.62,19082.451,22646.432,22730.836,20112.658,17641.418
1765,250.0935974,2.408638,5846.7544,4772.16,7571.7734,7039.0386,7629.0693,5285.449,4295.994,5711.0503,4834.7617,7637.0063,5558.327,3929.106,6930.5864,5496.7515,7392.5693,4098.0996,5064.219,5542.7905,7495.7407,4217.086,5909.4497,7600.075,7652.4,4404.6494,5293.5933,4398.0054,6784.4463,9365.127,4031.8687,4943.378,6350.3203,5651.9907,4911.8525,5963.2456,5297.527,3868.282,5934.664,3319.177,3493.469,8026.6616,4511.009,4241.988,7594.5215,6052.129,3720.4802,5356.77,5724.203,7143.3213,0,0,0,6678.225,5566.2925,5278.432,7017.04,8992.8955,6421.438,6350.2583,5250.796
1766,181.0607923,2.3910985,17223.736,17944.035,27847.057,30572.643,33593.84,22921.705,19838.2,26192.732,10618.263,28428.523,25422.32,20807.695,21990.674,29932.84,22476.459,19610.824,21428.264,19192.168,21024.86,24611.629,19545.754,24705.947,17936.545,19823.525,24135.307,29865.342,29177.328,30342.545,16183.094,22299.021,30084.465,23852.246,30430.34,17456.762,31319.645,14090.823,12883.296,24635.146,13509.4795,28854.354,21472.188,28371.57,10370.533,21321.713,16511.168,20314.674,24963.637,0,0,0,0,22223.17,20574.236,21358.592,22891.629,25515.223,25037.334,22689.27,22919.252
1767,283.0743937,2.414132,10212.656,3281.5776,2086.7715,0,0,3332.4773,6134.3594,2038.4756,4131.5312,2718.9126,2215.6577,0,0,0,2435.6008,2746.5098,1338.1918,1425.021,0,1442.2256,2654.282,0,4408.0854,3834.6326,0,2457.8042,0,7248.5024,1219.6532,0,0,1389.2164,3027.2314,1687.1376,1444.0928,2169.9893,1483.5691,7822.4507,3014.4766,1345.0769,1471.7153,0,0,1540.1912,1448.9479,4161.6055,0,4468.291,0,0,0,2950.691,2454.2122,2653.4497,2673.3713,2781.0186,3398.392,2246.8928,1577.5878
1768,182.0447857,2.4153733,2240.7878,0,1942.0719,1441.8519,0,1784.0905,1214.6444,0,1302.2832,1628.0204,0,1736.1676,0,0,0,1371.8005,2772.696,0,0,1571.0284,0,1599.1539,0,0,0,0,0,0,1417.0652,763.34357,0,2993.3396,0,1688.0177,0,2424.8433,3134.1462,1802.6302,2350,0,0,1505.6747,2037.9249,1791.355,3289.1028,1373.0286,9553.09,1499.8209,0,0,0,1560.373,2154.336,1965.2198,2017.3563,1873.0565,1954.539,1876.3706,1991.9773
1769,200.0552138,2.4163432,2648.9702,0,3657.7334,1945.4884,1919.7961,1910.919,2687.4019,791.3446,1901.5579,2706.6978,1972.8301,2488.9907,1125.0281,1158.6547,0,1949.3075,5296.0303,1630.0304,1788.4535,2802.0027,0,2222.3894,848.1432,1333.6664,0,1657.4578,1752.1838,1234.4396,4445,0,936.7536,3710.2034,1277.872,3558.4602,0,4773.036,5079.1797,2391.5012,4738.655,0,1480.4852,2947.663,1740.0521,2860.5632,5343.717,1742.4401,20905.04,2348.578,0,0,0,2882.3755,2450.5383,2839.1875,2327.0356,3278.5625,2947.3218,3019.0818,2024.0851
1770,334.0950834,2.4355803,0,0,753.7264,0,0,0,1293.7784,1206.7476,0,0,0,0,0,0,0,1376.3899,0,0,0,0,0,0,0,0,0,0,701.308,0,0,0,1243.0093,0,0,1564.3601,1319.1261,14498.307,0,0,7384.7817,0,0,0,0,854.37244,14609.912,843.0053,9937.096,0,0,0,0,1913.4633,1785.9253,2008.4991,2336.896,2595.1882,1394.6919,1948.6411,1729.2574
1771,314.0896245,2.4029615,1516.9033,1942.8896,2530.3577,1477.2653,1620.0845,1715.6569,1652.2169,1474.2301,1576.1504,1525.3906,1320.2576,0,2166.5862,1892.0638,2709.2517,0,1545.013,0,0,1508.9672,1992.3129,1881.0132,1551.6108,2207.0183,1253.789,1221.7778,1663.7935,6491.2075,1701.4888,1015.5794,1254.293,1657.1326,7598.5957,1566.8776,5440.452,1648.9712,1749.0929,1655.0209,1652.6095,1642.0991,1804.9163,3679.1187,3015.1821,1339.0178,1738.5594,1864.4028,2018.8254,2566.5051,0,0,0,1789.5034,2134.1406,1767.4075,2243.4172,2049.648,1718.9569,1610.0265,1863.6184
1772,384.1871733,2.4270813,0,1272.4324,0,2249.8323,1275.2222,0,1791.8252,3820.7769,3040.5745,0,0,0,1353.2584,1589.0629,3070.681,2008.9475,0,5142.9062,0,1850.9283,7227.533,0,0,2444.5767,1487.9375,0,2624.9316,1430.3221,0,0,2572.3066,3185.3918,1432.4128,7445.019,12858.779,0,1320.3727,1144.057,0,1226.3624,1908.5686,2156.668,1648.477,0,1058.2892,0,1319.3463,0,0,0,0,1807.0128,2538.6655,1793.9236,2067.861,2423.713,2246.4514,2329.965,1933.0198
1773,209.0116656,2.4164412,2930.257,3142.4048,1329.3724,2261.3057,2898.2112,1881.1389,1787.0143,2147.6765,2107.541,2189.9724,1797.4875,3020.6003,1502.1866,1960.6604,8113.467,2509.6575,1667.4257,2846.617,3336.312,3388.015,2735.9893,0,3230.0435,2236.0425,4531.7617,4327.0864,1692.4518,2857.5571,2485.062,1782.2632,2914.3052,1642.1478,1285.967,2024.9003,1349.5352,0,2254.4905,2113.0173,0,1990.4122,3033.2927,2549.7607,1397.5597,1942.8806,2013.1012,0,2881.8464,1395.1118,0,0,0,2437.4363,2678.2422,2046.8552,2392.7664,2315.61,1830.3406,2087.7476,1468.4517
1774,306.1697598,2.4386954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,673.78925,21385.924,0,0,3926.1833,0,0,0,0,0,17132.07,0,13407.933,0,0,0,0,1442.3561,2099.3855,1764.292,1692.0723,2646.724,3366.537,2124.0503,1669.2806
1775,271.0748902,2.4354792,2801.9119,0,0,1553.8208,2257.95,0,0,0,1246.7528,5050.28,0,0,0,0,0,0,0,0,0,0,0,1322.204,0,0,0,0,0,82985.266,1704.1451,0,1523.483,0,104185,822.8502,85697.64,0,0,0,0,0,0,58183.414,0,1760.2087,0,1254.1675,0,0,0,0,0,9808.444,10860.962,9454.327,12082.201,10545.302,9015.668,10049.687,10859.268
1776,245.0951246,2.435154,6035.122,3653.3582,6391.39,5242.063,7221.8047,5388.1235,6507.477,4222.129,3625.397,5019.1606,5119.438,3122.9705,4793.442,5688.5454,5236.5845,4241.148,5074.94,7651.1333,6217.237,5357.9507,4700.727,7204.1914,4431.125,4792.3423,4874.793,5375.9707,5723.04,5976.0557,8296.7295,4486.3223,5854.8516,4724.541,5878.16,5987.058,5220.687,0,2965.723,10297.135,3093.1697,6895.039,4866.6216,5200.58,5071.2544,6264.7793,2959.8818,4787.353,5490.6323,4148.259,0,0,0,4980.464,4508.612,4666.9023,4365.9893,6495.3667,8454.706,5237.1904,5083.916
1777,166.1502037,2.460511,9219.298,0,0,0,0,0,0,0,0,0,0,27944.674,0,0,0,14541.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863.951,1494.6864,1390.0294,0
1778,539.2419598,2.4277,3354.9316,0,0,0,0,0,0,0,0,0,0,20967.697,0,0,0,4243.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,256.1178695,2.439103,3801.989,2920.1575,5835,3013.1729,2741.4963,13640.28,4880.4697,1909.9607,5995.1797,5541.6973,3379.8203,2975.097,3322.7356,6547.237,4035.8074,5396.001,1601.0776,7728.7666,4833.1357,5791.751,4680.17,3963.7456,7648.16,2363.2197,4580.102,2122.7249,1788.0978,3514.212,4851.7065,1943.0355,7355.4966,2710.4414,2523.4673,6787.3105,2274.327,22718.557,4990.659,2969.3203,16664.697,2490.7007,5583.0425,2588.6343,9357.299,2798.483,11512.684,5761.767,12178.033,7773.724,0,0,0,5368.171,5625.5664,6795.148,6270.935,8801.712,6887.2544,5937.4146,4835.272
1780,169.0970557,2.442577,4434.517,3453.3354,9275.835,7356.8174,8637.638,4881.0547,10960.155,3710.5884,8353.392,5375.3086,4442.073,4609.3457,7101.704,5850.5293,6504.124,6296.3433,5855.003,6958.974,6850.801,5011.72,6485.2393,4959.2065,5071.3335,7649.9546,5661.885,4285.234,7920.3486,6142.7754,10517.098,5031.943,9056.261,6091.9097,4617.774,13412.76,9428.726,2997.225,6056.502,9106.223,4243.597,7406.3022,6089.288,6421.3823,7359.6265,5020.2646,3080.1711,6990.883,5845.0693,5955.0674,0,0,0,5962.377,6676.3496,6309.0415,7944.908,6620.068,7083.501,6699.629,5880.2485
1781,192.5976854,2.4294622,0,0,0,1511.6786,1279.8583,0,0,2436.0488,1758.8538,0,0,0,1540.8533,1445.6775,1857.1664,1453.6859,0,4399.6885,1602.0941,1457.6943,5155.1973,0,0,1246.4691,1659.4419,0,2190.001,1235.0643,0,0,1701.8491,2039.6948,0,4752.1353,8567.285,0,0,0,0,1452.0891,1594.8141,1450.7958,0,0,0,0,0,0,0,0,0,1979.4391,1443.3271,0,1854.1853,1592.046,1232.4459,2317.0596,1334.1613
1782,125.0233736,2.4439664,6297.4985,2218.5886,9061.2,4589.771,3522.8801,5561.66,4947.3047,4485.316,2613.834,7624.604,4798.1123,5476.486,4433.7383,4210.4077,2624.1045,6343.301,7269.5337,4390.848,5537.182,8272.36,3656.8953,7016.1943,2840.7095,2467.0754,3691.1582,3151.696,3201.4697,2660.196,8599.237,1805.4672,3495.5876,5622.164,2034.1927,8749.571,1590.1095,3864.5283,9364.637,7262.1895,5199.0547,841.23676,3792.9802,4216.2563,4369.5728,4494.2954,5598.287,4338.814,9423.321,4721.347,0,0,0,5084.4146,5788.7095,3609.0208,4333.084,3932.3242,3971.0215,4671.1167,4365.823
1783,166.1312336,2.5259624,20464.94,0,0,0,0,0,0,0,0,0,0,37839.797,0,0,0,32979.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400.8823,6333.328,8631.359,6982.82,7082.58,7304.818,5904.3228,5233.698
1784,308.1166274,2.462927,1731.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326.0801,0,0,0,0,0,0,0,0,7197.693,1207.6069,1329.4808,0,0,0,0,0,0,0,1241.3175,0,0,0,0,0,0,1495.1987,6786.9644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,227.0547747,2.4536777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376.2571,0,0,0,0,0,0,0,1050.1875,0,0,0,0,0,0,0,8765.049,0,0,6483.6504,0,0,1266.75,0,0,7426.835,0,4236.438,0,0,0,0,1920.1665,1794.8038,1519.3192,1836.1003,1264.989,1480.62,1444.0397,1673.4237
1786,338.0865723,2.4882524,1431.3134,2321.8833,5627.446,1850.7198,2662.0344,3361.4614,1998.0469,2799.1843,3072.3132,2231.2556,6237.8447,2418.1252,3561.8608,3319.346,3850.6042,2842.0278,10956.74,4082.7305,3275.2861,1992.6213,4253.1323,3066.1985,6903.962,21001.125,4546.103,12493.74,8093.2783,4500.0063,2198.9846,0,2771.8772,20059.357,1213.1289,2219.7327,0,3770.7153,2560.244,3826.604,5159.8896,0,2134.184,1335.1503,2720.8862,15335.898,8457.073,6939.1978,3513.688,3008.3555,0,0,0,6497.651,5083.565,5491.3716,4655.2686,4641.3413,5696.3706,5850.5166,5513.4053
1787,137.0596526,2.4639268,2499.6023,2229.112,2548.978,3373.6602,2948.173,14867.452,4126.4,2002.6211,3826.6665,4153.2866,4288.3003,5899.276,3540.992,2755.4473,3386.9639,4761.425,5598.9004,5464.5566,1543.0591,5339.008,3067.6003,6455.593,4110.0005,2644.0847,1910.336,4270.2207,3306.0776,1972.7892,4156.3267,3898.7627,4933.01,6624.115,3385.889,4171.9194,2591.013,21115.287,2667.3398,4392.4795,14697.798,2804.2222,4622.101,3305.96,3665.7854,4941.6157,19859.787,8792.268,13400.663,5923.146,0,1384.4893,0,4915.6284,6288.978,5852.0713,6100.2866,7085.9253,5348.516,5686.4336,5493.229
1788,348.1286911,2.4615104,1306.5585,1296.5399,1202.6173,1467.0386,2317.366,12112.326,2060.8005,0,2113.0203,2813.1104,2423.0342,2963.651,1988.3674,0,0,2788.252,4367.2783,1873.8601,1363.4978,4088.6504,0,3448.612,1479.7582,1512.8187,0,3350.6113,1798.2084,0,2388.059,1538.1782,6359.1777,4363.1274,2082.5786,4496.222,1371.6931,655.62427,0,4010.3584,1754.3104,1419.126,3300.3467,0,2046.5961,2834.2139,0,4660.247,1504.461,2729.2344,0,0,0,2596.7678,1783.3206,2139.0745,2490.8772,2760.2678,3161.7876,2402.0828,1865.3582
1789,154.061064,2.4618285,7431.2427,12679.719,21566.934,16166.14,15485.002,15531.958,13671.091,16523.326,15925.162,15823.154,12324.005,11735.4375,14164.425,16589.518,12567.837,11953.213,16764.676,16913.484,15284.236,17215.107,14876.835,24147.541,18525.586,20757.947,15074.051,14809.62,19374.777,16089.608,18516.373,4180.2354,18750.803,22015.98,4579.6475,14796.913,1473.686,17010.258,14653.804,14877.042,11404.019,18264.75,16179.423,1125.5527,24969.637,19700.475,20818.91,17107.307,22633.764,22192.877,0,0,0,15745.43,15051.755,15874.839,15799.579,18194.428,16978.283,14919.418,15222.323
1790,286.1032717,2.4612303,4311.4883,6532.8154,10259.072,8610.002,8294.567,6844.7803,6451.883,8714.706,8157.3604,9208.116,7841.158,4783.716,7143.332,10850.267,6067.4604,5281.3765,9630.574,6692.352,8037.7964,9055.962,7967.35,14488.132,8223.833,8303.996,6994.4854,7757.646,8368.119,7348.1606,10013.927,1617.5585,8362.409,10068.07,2759.6265,9564.64,0,9027.651,7955.196,8883.28,5186.5933,10291.139,7236.8096,0,11279.0205,10689.118,9170.475,6219.509,10669.965,10041.688,0,0,0,7593.021,7215.2686,6600.194,7995.408,10922.975,8246.977,8144.1855,9596.478
1791,436.1950177,2.4564903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11826.541,0,0,5892.3477,0,0,0,0,0,10633.464,0,10182.221,0,0,0,0,1473.05,1710.4319,1970.1677,1607.1428,2198.1008,2038.5868,1944.706,1762.5775
1792,221.0918834,2.4790955,1854.7516,1421.1718,4681.163,5727.165,8095.609,3480.51,2492.3247,1925.5367,3029.992,8179.112,2820.0867,4555.896,3074.607,3463.887,2656.1042,2873.3193,4665.2036,5813.617,5060.1914,4148.6016,2137.473,3248.965,5522.5674,6198.137,2671.9446,3104.97,5474.871,3867.629,4163.816,2977.2314,4528.43,5001.476,2571.8926,4800.732,2075.0815,3659.3992,2264.3157,3387.2375,3928.3557,1865.2787,2653.2056,2501.2476,2365.5195,2333.0833,3795.0332,4084.4956,3972.3992,2191.3174,0,0,0,4478.18,3962.4482,3329.148,3114.4456,4238.984,3698.7603,4192.2383,4510.9077
1793,231.1338619,2.474827,2968.2112,5899.734,8887.143,8522.137,8556.047,8177.6533,7192.9478,6733.901,7895.1743,6238.9795,5299.0884,2009.8435,9119.114,3327.5332,11162.962,2621.7993,6314.771,4703.4917,4242.1475,6480.814,7868.0093,8567.557,2780.2378,4607.98,7227.5767,5803.87,5588.7954,10864.1,7642.898,6268.095,5141.295,7315.5586,6411.7407,7998.5747,6793.9697,2129.8784,5074.4473,6127.2036,1553.5541,12060.028,9302.457,9677.14,6380.1167,5649.661,2221.1497,3065.51,2955.2988,8900.804,0,0,0,5551.7246,7855.66,4704.006,6668.4297,6769.4165,6985.092,5673.001,5224.313
1794,531.1806336,2.481611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7995.8965,0,0,0,0,13027.188,0,6355.4707,0,0,0,0,0,0,9688.462,0,0,0,0,0,0,0,0,0,1313.0629,1281.2842,0,0,1422.2976,0,1567.9983,1808.2798
1795,214.0345791,2.475272,3377.3618,1541.6624,7900.282,3904.3083,2775.5889,2412.893,2402.7102,1217.6154,1613.4248,3732.0046,5409.2744,4153.609,2160.5488,2150.4707,1598.1195,1943.9314,6009.1304,2304.8164,2815.8835,1657.329,1698.0414,4575.6216,1711.1117,1981.4365,1446.4899,3199.1423,2293.6238,1849.0093,7249.372,0,2018.1178,8025.409,3642.0168,6499.3374,1930.0598,7225.4556,6233.8765,4521.794,8248.106,0,0,3809.5864,2605.5142,4110.143,7948.808,2986.1812,35250.723,2033.9136,0,0,0,5091.118,3953.2107,5244.1665,4114.645,5063.516,5356.055,3996.9197,4559.424
1796,565.2571188,2.4781752,0,0,0,0,0,0,0,0,0,0,0,12034.268,0,0,0,1280.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,240.1016997,2.4952633,0,1391.2747,3261.3223,2553.2207,3923.813,1868.1011,2317.5427,1816.0637,0,2208.5442,0,0,2494.3972,2166.1836,1240.8263,2024.1523,0,0,1973.2915,0,1554.2898,3502.4824,1289.7078,1227.927,4544.1074,0,0,4885.0815,2382.9043,1260.9413,1641.0299,0,0,0,1495.4354,1910.2454,0,1428.896,1656.8339,1791.2312,1752.3805,2459.44,1449.2089,0,1348.852,1224.4581,16960.445,7751.8896,0,0,0,1698.9944,1978.9286,2862.0195,2064.6428,2002.9755,1704.8188,1986.0486,2106.32
1798,265.1519605,2.5732453,7016.5938,33106.848,17462.572,11706.807,9229.303,19058.607,10538.05,25395.545,37231.05,12012.754,17368.05,7200.4414,10907.814,8954.003,9877.089,17277.533,23029.002,21859.799,12306.046,19283.879,27573.092,21794.691,34896.17,21987.361,25337.963,19483.719,24771.557,10362.589,25771.639,25488.102,18198.361,24458.6,19015.957,0,31465.336,35137.63,34969.113,11745.837,26231.385,8083.837,21475.03,17084.033,0,25982.553,34303.664,29367.562,33509.316,28497.662,0,0,0,23676.61,24430.36,28067.488,23160.572,28734.898,28860.385,25514.75,25890.209
1799,254.01028,2.5026405,1344.5344,0,0,0,0,0,1351.4083,1228.2402,1449.0359,1837.0009,0,1500.0923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.4286,6117.629,2274.729,0,1237.1256,0,7027.536,0,8877.927,0,1701.0009,0,0,0,0,9652.948,0,1346.2283,0,1570.4556,0,0,0,0,0,1922.1055,1858.3455,1564.5186,1395.6282,1985.276,1881.4983,1595.5555,1482.2255
1800,313.0845476,2.4634209,1729.1246,0,1260.6809,1794.8766,1625.1135,0,0,0,1322.6337,1603.3612,0,0,1409.1831,1507.219,1567.9115,0,0,995.1558,1666.7507,1269.547,1225.6342,0,0,1309.053,0,0,940.7317,25585.84,1282.2549,973.5023,1223.5284,1639.1622,35747.64,0,21111.258,1253.5006,0,1212.1494,0,1629.5967,0,15451.21,0,1725.7274,1481.942,1534.8967,2767.5474,1034.2844,0,0,0,2944.5051,2733.4165,2970.363,3377.8389,4382.7695,3814.225,3238.7393,4146.3657
1801,372.1772714,2.501915,0,0,0,0,0,0,0,0,12550.266,0,0,0,0,3236.4624,0,1222.3611,0,0,2180.912,0,0,0,0,0,0,0,0,0,0,0,1288.4788,4043.0544,0,8378.476,0,2155.5105,15794.877,0,4087.277,0,0,0,13124.599,0,5640.836,0,3866.7397,1632.24,0,0,0,2712.1753,2404.3762,3105.43,1891.0167,4294.092,3066.9587,2256.1846,2290.8564
1802,421.0377806,2.5200546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.9159,0,0,0,0,0,4003.4475,0,0,0,0,8287.363,0,10944.105,828.1125,0,0,0,0,0,5663.7314,0,0,0,0,0,1301.9896,0,0,0,0,0,0,0,0,0,0,0
1803,232.038062,2.504377,0,0,0,0,0,0,0,0,0,2173.3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12886.114,0,0,0,0,20620.65,0,23589.043,0,0,0,0,0,0,17803.986,0,0,0,0,0,0,0,0,0,2813.8562,2541.54,3540.7944,2996.6543,2597.1729,2298.3533,3299.7332,2715.4426
1804,232.0605372,2.4912655,0,0,0,0,0,1220.1277,0,0,0,0,0,0,0,0,1344.6792,0,0,0,0,0,1400.0249,0,0,0,0,0,0,2655.9207,1704.08,0,0,0,9494.57,0,11807.476,602.0502,0,0,0,0,0,9323.302,0,0,0,0,0,0,0,0,0,0,1243.1292,1614.6954,0,0,1311.7408,0,1509.0792
1805,249.0538803,2.5138285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.1466,0,0,0,0,0,0,0,5827.802,879.0011,0,0,0,11509.986,0,13742.605,0,0,0,0,0,0,9738.718,0,0,0,0,0,0,0,0,0,3377.975,1459.3201,1305.3403,1660.7313,1801.6161,1910.8376,1238.2098,1544.3298
1806,269.9743609,2.501813,0,0,0,0,0,0,0,0,0,1797.0834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9560.37,0,0,0,0,9281.75,0,10944.409,0,0,0,0,0,0,9033.903,0,0,0,0,0,0,0,0,0,1291.339,1628.3691,1531.4343,2233.3877,1762.8573,1470.4353,1522.1147,1709.5955
1807,232.0267476,2.513333,6584.7905,2035.7948,1896.0654,1300.6654,1226.6968,2084.9263,1312.6626,1699.0793,1295.2775,19551.053,2207.5198,1217.7307,1261.9336,1396.1387,1154.5864,1457.5042,1454.8948,1374.1465,982.0193,1403.6812,1708.6719,2056.5415,1218.8944,1584.8475,1258.0381,1216.6539,1696.8563,146165.48,2264.1382,2812.1555,1420.263,1490.7737,235813.14,1563.1343,292077.62,1480.3813,716.43726,1304.6791,1320.5066,1012.36536,1370.3091,217026.8,862.03516,2169.6814,1048.7219,2440.3215,1498.0524,1736.3086,0,0,0,25683.137,23792.754,29539.955,22875.115,27413.297,25850.379,25349.389,24547.824
1808,76.03921716,2.4626236,4070.087,6864.811,5895.222,5518.949,6486.016,5225.264,7624.7793,7497.219,2935.5017,4185.557,6450.5786,7071.093,7488.74,5051.9966,9807.398,4324.007,4479.5684,4605.2886,9301.284,14349.964,5447.385,3783.8215,4394.546,6374.3677,6760.9946,5545.7407,10649.038,6453.168,4743.368,6177.052,8800.51,5782.134,4906.922,6439.6357,7890.88,4829.6724,3940.0098,5343.6016,6237.5264,5066.7515,6012.331,4486.3525,3169.071,4400.2964,7406.872,8094.9756,14076.571,2211.427,0,0,0,5680.429,6823.0625,5977.574,6645.0176,7673.1245,7040.5327,6922.8423,5901.423
1809,285.9463111,2.4999268,0,0,0,0,0,0,0,0,0,1388.7032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6570.974,0,0,0,0,7248.837,0,6271.1787,0,0,0,0,0,0,6414.9526,0,0,0,0,0,0,0,0,0,1807.2612,0,1475.0402,0,1632.9177,1235.1061,1343.6938,0
1810,534.0855042,2.5096748,0,0,0,0,0,0,0,0,0,1465.8522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4777.8784,0,0,0,0,7906.8887,0,13831.96,865.82275,0,0,0,0,0,7021.652,0,0,0,0,0,0,0,0,0,2783.9663,2813.5945,2142.9272,2306.6475,2632.0237,2967.8943,2330.72,1841.6531
1811,234.0230348,2.5205233,1101.5638,0,0,0,0,634.1023,0,0,0,1873.8612,0,0,0,0,0,0,0,0,9871.792,0,0,866.0089,0,0,0,0,0,7330.6436,0,0,0,0,12717.575,0,17713.389,0,0,0,0,0,0,13768.727,0,0,0,0,0,682.5806,0,0,0,1902.629,1365.0817,1416.9158,2082.904,1986.6091,2350.2134,2587.31,2099.4692
1812,276.0169173,2.5153599,3215.1606,6616.0356,8260.913,1558.991,2338.7954,5040.6416,1651.7258,8600.188,4032.668,5112.0146,1326.1844,3752.0095,3714.7217,1893.0574,5877.985,2043.5735,1907.9489,1605.4719,792.2748,2051.0024,11510.233,6178.8574,2058.4106,2163.3408,9795.617,2956.2004,1890.0756,0,2982.084,7992.0703,4970.2275,4376.4717,8637.01,4726.413,5898.5737,3455.78,2961.4333,2553.5935,3022.0854,6413.7886,3314.5308,6729.6484,4369.178,2911.0916,1761.847,1737.5049,1859.0193,9879.244,0,0,0,4248.3867,4564.2715,5320.755,4858.9404,3550.9707,3556.0015,4747.8374,4129.007
